Graph Info:	sphere_Cube	Number of Vertices	38
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	17	1.61905	0.26	7	1.04545	0.43	7	1.04545	0.57	9	1.04348	0.59	6	1.00000	0.82
1	17	1.61905	0.24	7	1.04545	0.40	7	1.04545	0.59	9	1.04348	0.68	6	1.00000	0.86
2	20	1.00000	0.21	6	1.00000	0.63	6	1.00000	1.16	6	1.00000	0.68	8	1.09091	1.22
3	17	1.61905	0.30	8	1.30000	0.53	7	1.04545	1.01	9	1.13636	2.68	6	1.00000	0.85
4	17	1.61905	0.19	8	1.30000	0.36	7	1.04545	0.56	9	1.13636	0.53	6	1.00000	0.82
5	17	1.61905	0.19	8	1.00000	0.37	7	1.04545	0.60	9	1.04348	0.56	6	1.00000	5.69
6	17	1.61905	0.22	7	1.04545	0.40	7	1.04545	0.56	9	1.04348	0.54	6	1.00000	0.95
7	17	1.61905	0.21	8	1.00000	1.17	7	1.04545	0.68	9	1.04348	0.56	6	1.00000	2.07
8	17	1.61905	0.22	8	1.00000	0.40	7	1.04545	0.56	9	1.04348	0.58	6	1.00000	0.86
9	17	1.61905	0.20	8	1.00000	0.37	7	1.04545	0.55	9	1.04348	0.54	6	1.00000	1.58
10	20	1.00000	0.20	6	1.00000	0.36	6	1.00000	0.54	6	1.00000	0.48	8	1.09091	0.84
11	17	1.61905	0.18	7	1.04545	0.31	7	1.04545	0.50	9	1.04348	0.49	6	1.00000	0.73
12	17	1.61905	0.18	8	1.00000	0.68	7	1.04545	0.53	9	1.04348	2.96	6	1.00000	0.85
13	17	1.61905	0.21	8	1.00000	0.35	7	1.04545	0.57	9	1.04348	0.52	6	1.00000	0.75
14	17	1.61905	0.18	8	1.00000	0.37	7	1.04545	0.65	9	1.04348	0.51	6	1.00000	1.08
15	17	1.61905	0.33	8	1.00000	0.39	7	1.04545	0.58	9	1.04348	0.60	6	1.00000	0.81
16	17	1.61905	0.19	7	1.04545	0.50	7	1.04545	0.52	9	1.04348	0.56	6	1.00000	0.78
17	18	1.24000	0.18	7	1.64706	0.32	6	1.31579	0.52	7	1.64706	0.51	10	1.40000	10.11
18	18	1.24000	0.20	6	1.31579	0.35	6	1.00000	0.53	6	1.31579	0.47	11	1.22727	1.07
19	20	1.00000	0.21	6	1.00000	0.33	6	1.00000	0.57	6	1.00000	1.22	8	1.09091	2.54
20	17	1.61905	0.19	7	1.04545	0.33	7	1.04545	0.51	9	1.04348	0.49	6	1.00000	0.76
21	20	1.00000	0.19	6	1.00000	12.97	6	1.00000	0.40	6	1.00000	0.38	7	1.04545	0.60
22	17	1.61905	0.20	7	1.04545	0.22	7	1.04545	0.68	9	1.04348	1.03	6	1.00000	1.86
23	20	1.00000	0.35	6	1.00000	0.63	6	1.00000	0.87	6	1.00000	0.74	8	1.09091	2.66
24	17	1.61905	0.17	8	1.00000	0.29	7	1.04545	2.05	9	1.04348	2.14	6	1.00000	0.79
25	18	1.24000	0.19	6	1.31579	0.32	6	1.00000	0.50	6	1.31579	0.52	11	1.22727	0.83
26	20	1.00000	0.31	6	1.00000	0.58	6	1.00000	0.66	6	1.00000	0.68	7	1.04545	1.34
27	20	1.00000	0.15	6	1.00000	0.26	6	1.00000	0.41	6	1.00000	0.41	8	1.09091	5.22
28	20	1.00000	0.13	6	1.00000	0.24	6	1.00000	0.38	6	1.00000	0.35	8	1.09091	1.18
29	20	1.00000	0.17	6	1.00000	0.28	6	1.00000	4.12	6	1.00000	1.86	8	1.09091	1.21
30	17	1.61905	0.28	8	1.00000	0.45	7	1.04545	0.41	9	1.04348	0.92	6	1.00000	0.63
31	17	1.61905	0.15	8	1.00000	0.26	7	1.04545	0.38	9	1.04348	0.76	6	1.00000	0.81
