Graph Info:	sphere_Cube	Number of Vertices	14
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	6	1.85714	3.07	6	1.22222	2.30	6	1.00000	1.73	6	1.22222	1.65	6	1.22222	2.68
1	6	1.85714	0.43	6	1.22222	0.81	6	1.22222	0.84	6	1.22222	1.13	6	1.22222	1.52
2	8	1.44444	0.24	6	1.00000	0.48	6	1.00000	0.81	6	1.00000	0.87	6	1.00000	0.96
3	6	1.85714	0.23	6	1.22222	0.51	6	1.22222	0.87	6	1.22222	1.03	6	1.22222	2.11
4	8	1.44444	0.21	6	1.00000	0.44	6	1.00000	0.62	6	1.00000	1.90	6	1.00000	1.05
5	8	1.44444	0.23	6	1.00000	0.40	6	1.00000	0.63	6	1.00000	0.69	6	1.00000	0.76
6	6	1.85714	0.24	6	1.22222	0.41	6	1.22222	0.52	6	1.22222	0.62	6	1.22222	0.87
7	8	1.44444	0.22	6	1.00000	0.37	6	1.00000	0.52	6	1.00000	0.66	6	1.00000	0.76
8	6	1.85714	0.19	6	1.22222	0.40	6	1.00000	0.43	6	1.22222	0.51	6	1.22222	0.71
9	6	1.85714	0.17	6	1.22222	0.34	6	1.22222	0.49	6	1.22222	0.58	6	1.22222	0.73
10	6	1.85714	0.21	6	1.22222	0.38	6	1.22222	0.48	6	1.22222	0.58	6	1.22222	0.83
11	6	1.85714	0.22	6	1.22222	0.39	6	1.22222	1.39	6	1.22222	0.57	6	1.22222	0.77
12	8	1.44444	0.19	6	1.00000	1.87	6	1.00000	0.93	6	1.00000	0.51	6	1.00000	1.50
13	6	1.85714	0.22	6	1.22222	0.37	6	1.22222	0.57	6	1.22222	0.69	6	1.22222	1.73
14	8	1.44444	0.20	6	1.00000	0.30	6	1.00000	0.41	6	1.00000	0.48	6	1.00000	0.63
15	6	1.85714	0.17	6	1.22222	0.44	6	1.00000	0.38	6	1.22222	0.73	6	1.22222	1.30
16	8	1.44444	0.27	6	1.00000	0.37	6	1.00000	0.37	6	1.00000	0.52	6	1.00000	0.65
17	8	1.44444	0.19	6	1.00000	0.33	6	1.00000	0.42	6	1.00000	0.46	6	1.00000	0.62
18	8	1.44444	0.25	6	1.00000	0.34	6	1.00000	0.33	6	1.00000	0.47	6	1.00000	0.56
19	6	1.85714	0.20	6	1.22222	0.35	6	1.00000	0.34	6	1.22222	0.46	6	1.22222	0.99
20	6	1.85714	0.23	6	1.22222	0.27	6	1.00000	0.31	6	1.22222	0.43	6	1.22222	0.79
21	6	1.85714	0.13	6	1.22222	0.35	6	1.00000	0.37	6	1.22222	0.46	6	1.22222	0.53
22	6	1.85714	0.19	6	1.22222	0.24	6	1.00000	0.32	6	1.22222	0.42	6	1.22222	0.49
23	6	1.85714	0.13	6	1.22222	0.24	6	1.00000	0.51	6	1.22222	0.49	6	1.22222	0.35
24	8	1.44444	0.07	6	1.00000	0.22	6	1.00000	0.22	6	1.00000	0.38	6	1.00000	0.51
25	8	1.44444	0.11	6	1.00000	0.22	6	1.00000	2.16	6	1.00000	0.54	6	1.00000	0.50
26	6	1.85714	0.11	6	1.22222	0.23	6	1.00000	0.31	6	1.22222	0.34	6	1.22222	0.55
27	6	1.85714	0.09	6	1.22222	0.21	6	1.22222	0.34	6	1.22222	0.38	6	1.22222	0.54
28	8	1.44444	0.10	6	1.00000	0.34	6	1.00000	0.30	6	1.00000	0.35	6	1.00000	2.20
29	6	1.85714	0.14	6	1.22222	0.23	6	1.00000	0.34	6	1.22222	0.35	6	1.22222	0.47
30	6	1.85714	0.10	6	1.22222	0.23	6	1.22222	0.39	6	1.22222	0.34	6	1.22222	0.49
31	6	1.85714	0.12	6	1.22222	0.24	6	1.00000	0.28	6	1.22222	0.37	6	1.22222	0.59
