Graph Info:	sphere_Cube	Number of Vertices	708590
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	271344	1.59357	5995.66	11	1.99997	5830.25	8	1.37459	7847.56	106	1.99952	8479.41	12	1.40001	10702.53
1	305292	1.24129	2657.99	9	1.99997	5494.91	7	1.42696	7140.72	1208	1.99578	6934.55	6	1.00000	10414.69
2	266806	1.51213	2393.23	14	1.46747	6303.31	7	1.01869	6062.33	73	1.46714	8078.69	6	1.39999	10536.37
3	271344	1.59357	3361.95	15	1.07504	4820.83	8	1.00826	6983.09	284	1.07495	7182.55	12	1.00002	10994.40
4	271740	1.59190	2544.92	12	1.43749	5401.22	6	1.00000	5578.71	14	1.43747	8208.37	11	1.18182	11691.25
5	271740	1.59190	2944.00	12	1.43749	6047.45	6	1.39999	6803.49	37	1.43733	7278.58	11	1.18182	10702.09
6	271054	1.52776	2326.43	18	1.48353	5880.18	11	1.00807	5856.26	623	1.48266	7998.21	6	1.39999	11151.74
7	272830	1.53281	2346.20	13	1.02668	4921.99	7	1.00069	6937.35	117	1.02670	6853.30	12	1.66662	11162.21
8	271704	1.59205	2422.55	12	1.43749	5946.87	6	1.00000	5734.46	141	1.43682	8453.75	11	1.18182	10601.78
9	271740	1.59190	2398.40	12	1.43749	5134.19	6	1.39999	9447.46	14	1.43747	6556.05	11	1.18182	10856.26
10	271704	1.59205	2482.01	13	1.06622	5934.02	6	1.00000	5772.01	141	1.06578	8453.81	10	1.00001	11441.74
11	271740	1.59190	2489.00	7	1.99997	4474.07	6	1.39999	6697.99	12	1.99994	6521.50	10	1.40000	10391.20
12	308948	1.35191	2446.39	16	1.00745	5650.11	10	1.01838	5678.38	71	1.00746	8216.52	12	1.00002	11596.66
13	309308	1.35078	2448.94	14	1.03225	6139.33	8	1.00612	5769.48	35	1.03222	8352.44	10	1.00001	9770.06
14	293118	1.15972	2443.04	13	1.08463	10168.48	7	1.05714	5553.00	551	1.08287	8301.63	6	1.00000	10005.03
15	293478	1.16050	2436.62	15	1.03320	6100.98	9	1.06005	5913.89	552	1.03204	8693.75	6	1.00000	10064.84
16	269220	1.60258	2411.43	18	1.09357	6484.34	12	1.06585	5777.68	579	1.09352	8279.81	17	1.00003	9776.74
17	271344	1.59357	3382.08	11	1.99997	4463.52	8	1.37459	5995.05	282	1.99871	13225.18	12	1.40001	9052.40
18	309344	1.35067	2461.18	12	1.02597	5461.77	6	1.00000	5580.49	17	1.02595	8330.28	8	1.00001	9764.52
19	308948	1.35191	3503.00	12	1.02597	4676.42	6	1.00000	5536.04	214	1.02534	7990.10	8	1.00001	9753.03
20	266770	1.51204	3311.20	16	1.09283	4870.45	9	1.02492	5563.00	39	1.09278	7710.15	14	1.66661	10967.44
21	269220	1.60258	2386.24	14	1.00095	4672.04	8	1.02500	6538.85	397	1.00056	7102.74	13	1.00001	11142.59
22	309540	1.25427	2443.95	13	1.42835	5463.95	7	1.39114	5373.21	828	1.42539	6441.99	6	1.00000	8837.98
23	271704	1.59205	2367.10	12	1.43749	6198.04	6	1.00000	5576.13	71	1.43716	8251.71	11	1.18182	11440.93
24	293514	1.16057	2380.73	13	1.08463	4970.72	7	1.05714	6655.57	456	1.08321	7194.62	6	1.00000	9286.07
25	305292	1.24129	2445.24	15	1.40697	5603.94	9	1.37040	5545.99	503	1.40471	8284.58	6	1.00000	9900.06
26	271740	1.59190	2331.61	12	1.43749	6064.84	6	1.00000	5701.38	37	1.43733	8145.60	11	1.18182	9505.29
27	269220	1.60258	2398.21	15	1.45811	5227.25	8	1.02500	5727.69	398	1.45722	8198.41	12	1.18183	10853.66
28	271344	1.59357	2385.13	13	1.06622	4735.52	6	1.00000	7047.64	120	1.06587	6959.22	10	1.00001	10975.03
29	271740	1.59190	2491.26	13	1.06622	5618.16	6	1.00000	5657.10	38	1.06612	8268.15	10	1.00001	11475.20
30	305256	1.24121	2466.84	13	1.99996	5689.56	9	1.41290	6037.90	572	1.99847	8082.69	6	1.00000	9756.34
31	266806	1.51213	2415.92	14	1.46747	5907.90	7	1.01869	5835.34	39	1.46731	8788.92	6	1.39999	11014.77
