Graph Info:	sphere_Cube	Number of Vertices	8750
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	3919	1.19225	31.80	7	1.99795	45.88	6	1.39956	95.42	81	1.97240	60.92	10	1.40000	72.14
1	3591	1.59920	24.68	11	1.03036	30.99	7	1.05708	65.94	16	1.03152	81.50	6	1.00000	54.36
2	3910	1.49507	14.72	13	1.07359	30.35	9	1.00710	54.78	34	1.07463	77.25	14	1.66221	60.41
3	3919	1.19225	14.36	10	1.43672	29.91	6	1.39956	54.47	86	1.42814	80.81	11	1.18207	76.76
4	4289	1.00200	14.92	10	1.02590	32.54	6	1.00000	79.21	59	1.02366	58.48	8	1.00046	63.52
5	4283	1.00292	21.71	12	1.04433	54.06	8	1.01797	63.16	62	1.04218	50.69	10	1.00091	103.84
6	3591	1.59920	25.65	13	1.41471	43.46	9	1.05466	40.35	13	1.41471	39.80	6	1.00000	53.41
7	3913	1.19349	24.09	7	1.99795	64.11	6	1.39956	55.26	90	1.97043	41.41	10	1.40000	87.83
8	3910	1.49507	28.05	11	1.01959	52.80	7	1.00619	40.66	34	1.01560	42.05	12	1.66322	79.56
9	3871	1.20223	32.47	14	1.41899	58.93	10	1.05152	39.51	106	1.40065	53.51	14	1.18336	138.90
10	3898	1.49862	20.22	11	1.00710	32.33	7	1.01867	39.87	58	1.00136	45.94	12	1.66322	68.76
11	3758	1.77093	35.34	11	1.06530	64.77	7	1.00069	46.04	14	1.06455	55.98	6	1.00000	121.75
12	3591	1.59920	16.43	13	1.08693	35.45	9	1.05949	41.31	13	1.08693	44.91	6	1.00000	54.02
13	3898	1.49862	14.50	11	1.04648	66.75	7	1.01867	84.35	67	1.03673	49.39	12	1.66322	129.38
14	3898	1.49862	15.55	13	1.00435	34.80	9	1.02146	42.55	67	1.00113	46.00	14	1.66221	74.26
15	3919	1.19225	42.30	10	1.06604	77.05	6	1.00000	39.69	83	1.05419	42.53	10	1.00091	135.16
16	3871	1.20223	15.74	11	1.99726	31.73	8	1.36447	51.57	106	1.92374	53.31	12	1.40055	75.07
17	3656	1.74105	14.57	9	1.99760	42.98	7	1.42643	64.02	66	1.97536	78.16	6	1.00000	55.15
18	3871	1.20223	15.08	13	1.99692	30.58	10	1.33165	53.85	106	1.96584	83.24	14	1.40110	62.04
19	3898	1.49862	14.50	11	1.04648	40.65	7	1.01867	71.40	58	1.04031	80.07	12	1.66322	65.64
20	3591	1.59920	16.48	11	1.41151	31.80	7	1.05708	60.48	16	1.40890	75.18	6	1.00000	55.67
21	3591	1.59920	25.51	11	1.08446	36.16	7	1.05708	84.97	13	1.08345	70.35	6	1.00000	54.45
22	3919	1.19225	15.26	12	1.42715	32.56	8	1.00641	39.89	83	1.42066	89.51	13	1.18257	85.11
23	3871	1.20223	17.42	14	1.00412	48.76	10	1.02169	74.62	106	1.00000	47.98	15	1.00160	65.50
24	4289	1.00200	16.76	10	1.06604	68.64	6	1.00000	59.98	59	1.06010	41.87	8	1.00046	97.45
25	3724	1.76340	24.05	13	1.44708	53.87	9	1.40963	45.36	34	1.44748	41.71	6	1.00000	60.49
26	3871	1.20223	33.78	12	1.52071	56.65	8	1.48102	47.52	86	1.51237	42.00	13	1.18257	106.17
27	3919	1.19225	27.29	10	1.43672	47.27	6	1.39956	44.09	83	1.42932	42.24	11	1.18207	77.46
28	3871	1.20223	37.91	12	1.03248	57.80	8	1.05925	39.27	92	1.03405	41.20	13	1.00114	106.42
29	3898	1.49862	32.10	11	1.00710	56.17	7	1.01867	39.35	68	1.00091	40.07	12	1.66322	83.20
30	3591	1.59920	27.34	11	1.03036	57.36	7	1.05708	40.81	13	1.03082	41.03	6	1.00000	85.30
31	3919	1.19225	32.73	10	1.43672	55.34	6	1.00000	41.90	83	1.42932	43.79	11	1.18207	93.24
