Graph Info:	sphere_Tetrahedron	Number of Vertices	488
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	316	1.13830	1.35	7	1.96407	2.70	6	1.75978	6.52	7	1.94643	4.17	6	1.10213	3.91
1	242	1.46622	0.93	8	1.95238	1.72	6	1.88889	2.92	9	1.94083	3.92	6	1.07563	5.30
2	316	1.13830	1.21	5	1.96988	2.17	4	1.98182	3.82	7	1.94643	3.27	4	1.00000	4.85
3	242	1.46622	1.28	7	1.96407	2.70	6	1.88889	3.58	7	1.94643	4.19	5	1.03719	5.35
4	300	1.22599	2.37	5	1.96988	6.73	4	1.98182	4.13	7	1.94643	10.85	4	1.00000	4.41
5	290	1.26163	2.58	8	1.77095	4.30	6	1.68478	3.23	17	1.71505	6.51	6	1.24545	3.81
6	232	1.43243	0.44	5	1.96988	1.40	4	1.98182	4.05	7	1.94643	5.20	5	1.01224	6.81
7	316	1.13830	0.78	8	1.83429	1.24	6	1.74444	1.35	8	1.81818	3.48	6	1.12931	3.00
8	286	1.59732	0.50	7	1.96407	6.07	5	1.90000	1.98	28	1.77419	6.06	5	1.75419	2.87
9	326	1.10881	0.64	7	1.96407	1.15	6	1.94048	2.78	7	1.94643	1.83	6	1.02459	6.63
10	230	1.42568	0.70	5	1.96988	0.84	4	1.98182	1.60	10	1.92941	1.82	5	1.01224	2.65
11	326	1.10881	0.67	5	1.96988	1.21	5	1.75419	1.52	7	1.94643	1.27	4	1.00000	1.86
12	242	1.46622	0.42	7	1.96407	0.76	6	1.94048	1.20	7	1.94643	2.94	4	1.00000	2.39
13	326	1.10881	0.44	5	1.96988	2.00	5	1.75419	1.77	7	1.94643	1.71	4	1.00000	2.59
14	316	1.13830	0.43	5	1.96988	0.77	4	1.98182	1.17	7	1.94643	1.19	4	1.00000	1.81
15	260	1.75000	0.43	9	1.94083	0.88	7	1.86127	1.19	21	1.79670	1.21	5	1.39320	1.73
16	260	1.75000	0.42	9	1.95833	0.84	7	1.78090	1.20	21	1.84358	1.22	5	1.39320	1.75
17	232	1.43243	0.51	5	1.96988	0.76	4	1.98182	1.17	7	1.94643	1.22	5	1.01224	1.80
18	298	1.23295	0.49	5	1.96988	0.91	4	1.98182	1.30	10	1.92941	1.26	4	1.00000	1.79
19	294	1.55556	0.44	6	1.95808	0.84	5	1.95210	1.16	21	1.79670	1.41	5	1.90000	2.56
20	314	1.14439	0.65	8	1.81818	1.17	6	1.72928	1.92	11	1.78771	1.73	6	1.15721	2.59
21	290	1.26163	0.63	5	1.96988	1.15	4	1.98182	1.71	16	1.91329	1.73	4	1.00000	2.79
22	286	1.59732	0.71	7	1.96407	1.28	5	1.90000	2.05	28	1.77419	1.91	5	1.75419	4.08
23	232	1.43243	1.86	5	1.96988	7.17	4	1.98182	1.82	7	1.94643	1.71	5	1.01224	7.40
24	242	1.46622	0.56	5	1.96988	2.02	4	1.98182	6.70	7	1.94643	1.81	5	1.01224	3.84
25	260	1.75000	2.09	7	1.96407	4.57	7	1.67568	1.35	21	1.90857	1.61	5	1.75419	3.28
26	242	1.46622	1.40	7	1.96407	3.54	6	1.94048	3.86	7	1.94643	2.44	4	1.00000	9.82
27	290	1.26163	0.63	8	1.77095	1.67	6	1.68478	12.75	17	1.71505	3.58	6	1.24545	3.45
28	294	1.55556	4.37	6	1.95808	4.93	5	1.95210	1.37	21	1.79670	2.90	5	1.90000	5.78
29	230	1.42568	0.51	8	1.95238	1.87	6	1.87209	3.40	11	1.91813	1.71	5	1.03719	1.92
30	298	1.23295	0.42	5	1.96988	1.07	5	1.75419	1.59	10	1.92941	2.33	4	1.00000	1.64
31	316	1.13830	0.43	5	1.96988	0.76	5	1.75419	1.24	7	1.94643	1.76	4	1.00000	2.59
