Graph Info:	./input_data/cylinder/1.txt	Number of Vertices	6
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			Lipton-Tarjan Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)
0	4	1.00000	0.07	4	1.00000	0.11	4	1.00000	0.44
1	4	1.00000	0.04	4	1.00000	0.04	4	1.00000	0.08
2	4	1.00000	0.03	4	1.00000	0.04	4	1.00000	0.09
3	4	1.00000	0.02	4	1.00000	0.04	4	1.00000	0.06
4	4	1.00000	0.02	4	1.00000	0.04	4	1.00000	0.06
5	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.08
6	4	1.00000	0.02	4	1.00000	0.04	4	1.00000	0.06
7	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.06
8	4	1.00000	0.02	4	1.00000	0.04	4	1.00000	0.06
9	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.05
10	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.05
11	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.06
12	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.05
13	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.08
14	4	1.00000	0.02	4	1.00000	0.04	4	1.00000	0.06
15	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.18
16	4	1.00000	0.03	4	1.00000	0.04	4	1.00000	0.06
17	4	1.00000	0.02	4	1.00000	0.04	4	1.00000	0.06
18	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.05
19	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.12
20	4	1.00000	0.02	4	1.00000	0.04	4	1.00000	0.06
21	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.05
22	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.05
23	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.05
24	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.05
25	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.05
26	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.05
27	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.05
28	4	1.00000	0.02	4	1.00000	0.03	4	1.00000	0.05
29	4	1.00000	0.02	4	1.00000	0.05	4	1.00000	0.09
30	4	1.00000	0.03	4	1.00000	0.06	4	1.00000	0.09
31	4	1.00000	0.03	4	1.00000	0.05	4	1.00000	0.11
