Graph Info:	./input_data/cylinder/unsymm/3.txt	Number of Vertices	3003
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	3	1.00000	8.01	3	1.99701	14.89	4	1.00067	17.36	3	1.00000	17.78	3	1.99402	48.49
1	6	1.00333	7.14	1107	1.64309	16.45	107	1.94787	18.69	6	1.00000	12.90	3	1.00000	38.46
2	6	1.00333	8.45	713	1.73638	17.44	3	1.32483	19.49	6	1.00000	11.46	3	1.00133	29.84
3	6	1.00333	7.50	160	1.92329	15.05	3	1.58692	19.64	6	1.00000	11.43	3	1.59362	35.78
4	3	1.00133	8.25	4	1.99502	18.45	3	1.00000	17.93	3	1.00000	11.24	3	1.99104	30.54
5	3	1.00133	7.46	1373	1.59242	15.57	373	1.84175	18.26	3	1.00000	11.29	3	1.00133	34.92
6	3	1.00133	9.04	1513	1.56883	17.75	513	1.79491	21.66	3	1.00000	12.71	3	1.00133	40.94
7	3	1.00000	8.35	1896	1.51231	15.75	897	1.68780	19.68	3	1.00000	11.39	3	1.00000	34.47
8	6	1.00333	9.10	1047	1.65574	16.98	47	1.97561	20.25	6	1.00000	12.40	3	1.00000	35.31
9	3	1.00133	8.98	1873	1.51600	18.52	873	1.69541	21.91	3	1.00000	11.23	3	1.00133	35.18
10	3	1.00000	9.02	3	1.99701	16.91	4	1.00067	20.21	3	1.00000	12.74	3	1.99402	32.60
11	6	1.00333	7.22	114	1.94334	14.20	3	1.69355	16.90	6	1.00000	10.95	3	1.70081	29.77
12	6	1.00333	7.41	166	1.92074	15.02	3	1.57363	22.55	6	1.00000	11.20	3	1.58026	31.14
13	3	1.00133	7.57	1312	1.60253	15.37	313	1.86109	18.62	3	1.00000	11.56	3	1.00133	30.30
14	3	1.00000	7.34	1641	1.54885	15.07	641	1.75643	18.35	3	1.00000	11.37	3	1.00000	31.45
15	6	1.00333	7.30	895	1.69013	15.88	3	1.70567	19.42	6	1.00000	10.96	3	1.00133	30.04
16	6	1.00333	7.74	276	1.87632	14.24	3	1.35211	17.21	6	1.00000	11.47	3	1.35765	31.09
17	3	1.00133	7.60	1945	1.50659	14.98	945	1.67843	20.21	3	1.00000	11.54	3	1.00133	32.25
18	3	1.00000	7.53	1806	1.52441	14.96	807	1.70982	17.92	3	1.00000	10.91	3	1.00000	20.69
19	3	1.00000	4.09	3	1.99701	10.20	4	1.00067	10.29	3	1.00000	4.06	3	1.99402	12.67
20	3	1.00133	2.74	1678	1.54264	7.95	679	1.74367	11.72	3	1.00000	5.42	3	1.00133	18.40
21	3	1.00000	4.28	1416	1.58421	6.85	417	1.82411	8.39	3	1.00000	3.90	3	1.00000	13.91
22	3	1.00133	2.72	1618	1.55163	6.28	619	1.76067	8.23	3	1.00000	3.93	3	1.00133	12.18
23	3	1.00133	2.67	4	1.99502	5.80	3	1.00000	8.19	3	1.00000	3.84	3	1.99104	11.99
24	3	1.00133	2.70	1835	1.52110	6.17	835	1.70472	8.22	3	1.00000	4.35	3	1.00133	13.21
25	3	1.00133	2.78	1936	1.50711	7.74	937	1.67845	11.58	3	1.00000	3.59	3	1.00133	12.57
26	6	1.00333	2.65	68	1.96429	5.86	3	1.80935	7.61	6	1.00000	3.67	3	1.81724	11.39
27	6	1.00333	2.61	1138	1.63590	5.92	139	1.93097	8.56	6	1.00000	3.71	3	1.00133	12.59
28	6	1.00333	2.64	511	1.79554	5.88	3	1.01070	7.70	6	1.00000	3.56	3	1.00133	10.64
29	6	1.00333	2.81	257	1.88496	5.77	3	1.38761	7.45	6	1.00000	3.75	3	1.39331	11.97
30	3	1.00133	2.68	3	1.99402	6.39	4	1.00067	7.81	3	1.00000	3.71	3	1.99104	19.20
31	3	1.00133	2.69	1952	1.50506	6.13	953	1.67478	8.27	3	1.00000	3.62	3	1.00133	22.01
