Graph Info:	./input_data/cylinder/unsymm/1.txt	Number of Vertices	33
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	3	1.11765	0.19	3	1.57143	0.09	4	1.05556	0.10	3	1.00000	0.09	3	1.40000	1.14
1	3	1.00000	0.04	18	1.42857	0.07	9	1.47059	0.08	3	1.00000	0.05	3	1.00000	0.22
2	4	1.17647	0.03	3	1.57143	0.06	4	1.05556	0.07	4	1.00000	0.06	3	1.40000	0.14
3	3	1.00000	0.03	3	1.76923	0.06	4	1.05556	0.08	3	1.00000	0.04	3	1.57143	0.14
4	6	1.05263	0.03	10	1.52941	0.06	3	1.25000	0.07	6	1.00000	0.04	3	1.11765	0.11
5	3	1.11765	0.03	3	1.57143	0.06	4	1.05556	0.07	3	1.00000	0.04	3	1.40000	0.12
6	3	1.11765	0.06	4	1.64286	0.07	3	1.00000	0.08	3	1.00000	0.04	3	1.40000	0.11
7	3	1.11765	0.03	3	1.57143	0.08	4	1.05556	0.08	3	1.00000	0.05	3	1.40000	0.11
8	3	1.11765	0.03	20	1.40909	0.13	11	1.44444	0.10	3	1.00000	0.05	3	1.11765	0.14
9	6	1.05263	0.03	13	1.55556	0.06	3	1.76923	0.08	6	1.00000	0.04	3	1.11765	0.17
10	4	1.17647	0.03	3	1.57143	0.06	4	1.05556	0.08	4	1.00000	0.04	3	1.40000	0.12
11	6	1.05263	0.03	10	1.52941	0.06	3	1.25000	0.07	6	1.00000	0.04	3	1.11765	0.10
12	3	1.11765	0.03	3	1.57143	0.06	4	1.05556	0.08	3	1.00000	0.04	3	1.40000	0.11
13	5	1.11111	0.03	15	1.52632	0.07	5	1.71429	0.07	5	1.00000	0.04	3	1.00000	0.11
14	3	1.11765	0.03	19	1.47619	0.06	9	1.62500	0.07	3	1.00000	0.04	3	1.11765	0.10
15	6	1.05263	0.03	12	1.50000	0.06	3	1.57143	0.10	6	1.00000	0.06	3	1.00000	0.10
16	4	1.17647	0.03	3	1.57143	0.06	4	1.05556	0.07	4	1.00000	0.09	3	1.40000	0.17
17	3	1.00000	0.04	3	1.76923	0.09	4	1.05556	0.11	3	1.00000	0.08	3	1.57143	0.16
18	6	1.05263	0.05	13	1.55556	0.09	3	1.76923	0.11	6	1.00000	0.07	3	1.11765	0.17
19	3	1.11765	0.04	23	1.43478	0.09	13	1.55556	0.12	3	1.00000	0.07	3	1.11765	0.19
20	6	1.05263	0.05	8	1.56250	0.09	3	1.00000	0.11	6	1.00000	0.06	3	1.11765	0.16
21	6	1.05263	0.04	11	1.58824	0.09	3	1.40000	0.11	6	1.00000	0.07	3	1.11765	0.17
22	6	1.05263	0.04	13	1.55556	0.10	3	1.76923	0.11	6	1.00000	0.07	3	1.11765	0.17
23	3	1.00000	0.05	18	1.42857	0.10	9	1.47059	0.11	3	1.00000	0.04	3	1.00000	0.11
24	3	1.00000	0.03	3	1.76923	0.05	4	1.05556	0.07	3	1.00000	0.06	3	1.57143	0.13
25	6	1.05263	0.03	3	1.76923	0.06	3	1.76923	0.07	6	1.00000	0.04	3	1.76923	0.15
26	6	1.05263	0.03	12	1.50000	0.06	3	1.57143	0.07	6	1.00000	0.04	3	1.00000	0.10
27	6	1.05263	0.03	12	1.50000	0.06	3	1.57143	0.09	6	1.00000	0.06	3	1.00000	0.16
28	3	1.00000	0.04	3	1.76923	0.09	4	1.05556	0.11	3	1.00000	0.06	3	1.57143	0.17
29	5	1.11111	0.04	15	1.52632	0.10	5	1.71429	0.12	5	1.00000	0.07	3	1.00000	0.20
30	4	1.17647	0.05	3	1.57143	0.09	4	1.05556	0.11	4	1.00000	0.07	3	1.40000	0.15
31	6	1.05263	0.03	11	1.58824	0.06	3	1.40000	0.07	6	1.00000	0.07	3	1.11765	0.16
