Graph Info:	./input_data/cylinder/symm/5.txt	Number of Vertices	300003
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	6	1.00002	1835.05	6	1.99994	1706.68	3	1.93089	2508.70	6	1.00000	967.24	4	1.99986	4121.39
1	6	1.00002	707.95	6	1.99994	1628.20	3	1.45548	2006.75	6	1.00000	973.69	4	1.99986	3434.19
2	6	1.00002	716.80	6	1.99994	2068.23	5	1.99996	3184.27	6	1.00000	982.81	4	1.99986	3856.52
3	3	1.00000	655.87	6	1.99994	2240.83	6	1.99994	2016.00	3	1.00000	963.36	4	1.99986	3289.45
4	6	1.00002	755.35	6	1.99994	2227.17	5	1.99996	2365.45	6	1.00000	1000.34	4	1.99986	3375.13
5	3	1.00000	1080.72	6	1.99994	1671.18	6	1.99994	2059.46	3	1.00000	985.68	4	1.99986	3257.28
6	6	1.00002	669.70	6	1.99994	1803.05	5	1.99996	3588.69	6	1.00000	1152.41	4	1.99986	3219.93
7	6	1.00002	663.53	6	1.99994	2055.05	3	1.16370	3582.31	6	1.00000	1324.90	4	1.99986	3323.66
8	3	1.00000	695.45	6	1.99994	1745.70	6	1.99994	2580.90	3	1.00000	1171.26	4	1.99986	3209.87
9	3	1.00000	974.30	6	1.99994	1455.96	6	1.99994	1817.03	3	1.00000	1004.17	4	1.99986	3168.65
10	3	1.00000	656.67	6	1.99994	1594.94	5	1.99996	2697.88	3	1.00000	913.35	4	1.99986	3129.80
11	6	1.00002	646.17	6	1.99994	1519.25	5	1.99996	2919.23	6	1.00000	927.16	4	1.99986	3057.55
12	3	1.00000	665.32	6	1.99994	1583.56	5	1.99996	2855.38	3	1.00000	1007.84	4	1.99986	3124.99
13	3	1.00000	662.64	6	1.99994	1533.69	5	1.99996	2910.77	3	1.00000	898.74	4	1.99986	2923.14
14	6	1.00002	651.17	6	1.99994	1512.94	5	1.99996	2735.07	6	1.00000	954.44	4	1.99986	3168.70
15	6	1.00002	691.10	6	1.99994	1575.41	5	1.99996	2318.83	6	1.00000	963.82	4	1.99986	4069.79
16	6	1.00002	617.89	6	1.99994	1470.22	3	1.78914	1913.39	6	1.00000	1059.62	4	1.99986	3133.37
17	3	1.00000	655.58	6	1.99994	1515.45	5	1.99996	2214.57	3	1.00000	1022.09	4	1.99986	3937.00
18	6	1.00002	666.08	6	1.99994	1582.54	3	1.56461	2444.55	6	1.00000	1250.54	4	1.99986	3518.07
19	6	1.00002	1475.87	6	1.99994	1609.20	5	1.99996	2365.47	6	1.00000	959.34	4	1.99986	3411.95
20	3	1.00000	695.73	6	1.99994	1476.61	6	1.99994	2083.37	3	1.00000	1011.32	4	1.99986	4525.41
21	6	1.00002	728.47	6	1.99994	1536.01	3	1.52690	2149.26	6	1.00000	964.37	4	1.99986	3105.58
22	6	1.00002	660.23	6	1.99994	1488.45	3	1.15819	2638.16	6	1.00000	915.79	4	1.99986	3071.11
23	6	1.00002	674.99	6	1.99994	1517.05	3	1.31561	2053.12	6	1.00000	1016.89	4	1.99986	3251.75
24	3	1.00000	1469.61	6	1.99994	1747.54	6	1.99994	2194.04	3	1.00000	1148.45	4	1.99986	3307.84
25	3	1.00000	665.36	6	1.99994	1813.60	6	1.99994	2212.10	3	1.00000	925.42	4	1.99986	4019.64
26	3	1.00000	629.12	6	1.99994	1469.49	6	1.99994	2166.88	3	1.00000	1458.70	4	1.99986	3424.79
27	6	1.00002	704.10	6	1.99994	1575.74	3	1.27551	2098.58	6	1.00000	1005.90	4	1.99986	3950.89
28	6	1.00002	700.95	6	1.99994	1551.47	3	1.28665	2127.14	6	1.00000	917.85	4	1.99986	3047.36
29	6	1.00002	651.28	6	1.99994	1493.37	5	1.99996	2298.18	6	1.00000	931.87	4	1.99986	3082.74
30	3	1.00000	679.65	6	1.99994	1565.14	6	1.99994	1906.00	3	1.00000	1074.10	4	1.99986	3119.20
31	6	1.00002	714.01	6	1.99994	1486.94	3	1.34263	2165.76	6	1.00000	1081.06	4	1.99986	4266.50
