Graph Info:	./input_data/cylinder/symm/4.txt	Number of Vertices	30003
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	3	1.00000	102.96	6	1.99940	254.35	6	1.99940	134.66	3	1.00000	87.50	4	1.99860	257.67
1	3	1.00000	51.64	6	1.99940	118.54	6	1.99940	212.51	3	1.00000	75.32	4	1.99860	318.85
2	3	1.00000	56.33	6	1.99940	128.97	6	1.99940	192.58	3	1.00000	81.36	4	1.99860	327.63
3	3	1.00000	46.56	6	1.99940	129.06	6	1.99940	177.21	3	1.00000	79.23	4	1.99860	268.07
4	6	1.00020	46.80	6	1.99940	119.90	5	1.99960	211.55	6	1.00000	75.68	4	1.99860	246.47
5	3	1.00000	58.74	6	1.99940	108.77	6	1.99940	174.03	3	1.00000	85.30	4	1.99860	241.41
6	3	1.00000	45.82	6	1.99940	112.72	5	1.99960	202.23	3	1.00000	73.69	4	1.99860	243.65
7	3	1.00000	53.88	6	1.99940	123.25	6	1.99940	167.67	3	1.00000	80.36	4	1.99860	244.56
8	3	1.00000	50.57	6	1.99940	116.24	5	1.99960	208.36	3	1.00000	80.49	4	1.99860	233.09
9	3	1.00000	49.05	6	1.99940	119.09	5	1.99960	190.62	3	1.00000	80.36	4	1.99860	264.81
10	6	1.00020	48.13	6	1.99940	118.16	5	1.99960	200.76	6	1.00000	74.86	4	1.99860	239.24
11	3	1.00000	62.07	6	1.99940	110.92	6	1.99940	174.23	3	1.00000	79.83	4	1.99860	246.75
12	6	1.00020	48.43	6	1.99940	113.46	3	1.45931	195.81	6	1.00000	74.79	4	1.99860	230.24
13	3	1.00000	54.94	6	1.99940	110.80	6	1.99940	182.00	3	1.00000	80.11	4	1.99860	240.85
14	3	1.00000	47.97	6	1.99940	116.51	6	1.99940	180.30	3	1.00000	76.04	4	1.99860	239.13
15	6	1.00020	50.05	6	1.99940	120.90	3	1.45207	186.82	6	1.00000	80.89	4	1.99860	238.97
16	6	1.00020	48.01	6	1.99940	111.81	3	1.32011	198.78	6	1.00000	75.66	4	1.99860	235.19
17	3	1.00000	49.03	6	1.99940	116.32	5	1.99960	189.99	3	1.00000	81.27	4	1.99860	238.59
18	3	1.00000	46.64	6	1.99940	110.27	6	1.99940	185.29	3	1.00000	73.82	4	1.99860	251.95
19	3	1.00000	48.09	6	1.99940	126.66	6	1.99940	196.25	3	1.00000	88.52	4	1.99860	252.14
20	6	1.00020	48.10	6	1.99940	111.82	3	1.53665	202.36	6	1.00000	75.23	4	1.99860	231.44
21	6	1.00020	47.51	6	1.99940	116.61	5	1.99960	191.16	6	1.00000	81.37	4	1.99860	240.73
22	3	1.00000	47.57	6	1.99940	110.37	6	1.99940	182.24	3	1.00000	80.08	4	1.99860	235.89
23	6	1.00020	48.46	6	1.99940	118.98	3	1.14635	198.25	6	1.00000	79.66	4	1.99860	231.04
24	6	1.00020	47.41	6	1.99940	106.24	3	1.55740	199.25	6	1.00000	78.46	4	1.99860	234.63
25	6	1.00020	47.83	6	1.99940	117.32	5	1.99960	191.20	6	1.00000	72.59	4	1.99860	240.84
26	3	1.00000	48.43	6	1.99940	107.94	6	1.99940	173.13	3	1.00000	86.35	4	1.99860	258.63
27	3	1.00000	49.11	6	1.99940	118.88	6	1.99940	169.99	3	1.00000	75.71	4	1.99860	245.65
28	3	1.00000	47.89	6	1.99940	109.15	6	1.99940	181.27	3	1.00000	85.81	4	1.99860	236.91
29	6	1.00020	48.36	6	1.99940	116.05	3	1.53793	180.90	6	1.00000	77.76	4	1.99860	251.49
30	3	1.00000	47.33	6	1.99940	105.89	6	1.99940	172.77	3	1.00000	84.81	4	1.99860	240.50
31	3	1.00000	50.10	6	1.99940	121.38	5	1.99960	192.10	3	1.00000	76.03	4	1.99860	242.89
