Graph Info:	./input_data/cylinder/rnd/5.txt	Number of Vertices	300003
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	4	1.00002	1013.84	5	1.99981	3938.82	7	1.99992	2730.32	4	1.00001	1114.73	3	1.99982	3504.01
1	6	1.00002	1012.77	9	1.99994	1785.30	9	1.99994	2165.75	6	1.00001	1786.02	3	1.99976	3604.64
2	6	1.00002	978.45	9	1.99994	1761.59	3	1.99997	2600.13	6	1.00001	1212.64	3	1.99976	3937.76
3	17	1.00011	1126.48	5	1.99981	1771.73	7	1.99992	2633.78	17	1.00001	1263.65	3	1.99982	3670.11
4	4	1.00002	929.47	5	1.99981	1720.73	7	1.99992	2387.01	4	1.00001	1317.73	3	1.99982	3443.08
5	6	1.00002	727.54	9	1.99994	1892.35	3	1.99997	2591.24	6	1.00001	1152.71	3	1.99976	3534.68
6	13	1.00008	724.07	9	1.99994	1772.78	3	1.99997	2870.53	13	1.00001	1108.13	3	1.99976	3795.78
7	12	1.00007	797.09	5	1.99981	1973.21	7	1.99992	2403.06	12	1.00001	1024.97	3	1.99982	3294.05
8	6	1.00002	704.53	9	1.99994	1633.52	3	1.99997	2354.47	6	1.00001	1023.05	3	1.99976	3327.46
9	6	1.00001	708.13	9	1.99994	1672.93	3	1.37499	2279.52	6	1.00001	1070.85	3	1.99976	3401.52
10	4	1.00002	714.44	5	1.99981	1621.76	7	1.99992	2461.67	4	1.00001	1027.92	3	1.99982	3425.95
11	12	1.00003	709.00	5	1.99981	1617.04	7	1.99992	3272.23	12	1.00001	1028.52	3	1.99982	3328.89
12	10	1.00005	857.09	9	1.99994	1915.45	3	1.99997	2835.26	10	1.00001	1275.00	3	1.99976	4611.30
13	4	1.00002	1313.61	5	1.99981	2191.33	7	1.99992	2809.73	4	1.00001	1177.29	3	1.99982	3412.03
14	4	1.00002	715.81	5	1.99981	1687.79	7	1.99992	2313.73	4	1.00001	1031.57	3	1.99982	3230.72
15	14	1.00002	803.25	5	1.99981	1619.39	3	1.76779	2008.37	14	1.00001	1080.25	3	1.99982	3306.62
16	4	1.00002	761.98	5	1.99981	1612.46	7	1.99992	2327.23	4	1.00001	1055.21	3	1.99982	3428.16
17	4	1.00002	1164.86	5	1.99981	1938.66	7	1.99992	2849.70	4	1.00001	1269.34	3	1.99982	3852.14
18	13	1.00007	757.53	5	1.99981	1693.83	7	1.99992	2427.03	13	1.00001	1164.01	3	1.99982	3458.23
19	4	1.00002	776.83	5	1.99981	1729.39	7	1.99992	2850.58	4	1.00001	1181.23	3	1.99982	3542.40
20	7	1.00001	778.34	9	1.99994	1775.74	3	1.99997	2561.16	7	1.00001	1127.12	3	1.99976	3525.71
21	6	1.00002	773.78	9	1.99994	1774.62	3	1.99997	2548.24	6	1.00001	1118.15	3	1.99976	3779.16
22	15	1.00001	852.67	5	1.99981	1965.53	3	1.51244	2565.84	15	1.00001	1208.55	3	1.99982	3558.37
23	6	1.00002	796.92	9	1.99994	1813.23	3	1.99997	2567.74	6	1.00001	1134.03	3	1.99976	3587.82
24	4	1.00002	778.07	5	1.99981	1823.91	7	1.99992	2587.11	4	1.00001	1133.39	3	1.99982	3589.77
25	9	1.00001	782.25	5	1.99981	1863.45	3	1.06244	2360.27	9	1.00001	1132.44	3	1.99982	3550.21
26	10	1.00002	780.21	9	1.99994	1791.41	3	1.99997	2568.23	10	1.00001	1130.66	3	1.99976	3694.35
27	4	1.00002	1037.35	5	1.99981	1715.38	7	1.99992	2599.17	4	1.00001	1085.79	3	1.99982	3857.89
28	10	1.00006	781.33	5	1.99981	1901.76	7	1.99992	2846.20	10	1.00001	1105.88	3	1.99982	3858.38
29	8	1.00005	779.17	9	1.99994	1785.35	3	1.99997	2646.61	8	1.00001	1128.52	3	1.99976	3752.34
30	13	1.00001	780.46	5	1.99981	1773.93	3	1.72297	2218.24	13	1.00001	1152.52	3	1.99982	3735.24
31	6	1.00002	899.84	9	1.99994	2175.38	3	1.99997	2767.64	6	1.00001	1172.81	3	1.99976	3451.67
