Graph Info:	./input_data/cylinder/rnd/1.txt	Number of Vertices	33
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	12	1.50000	8.96	5	1.71429	3.78	3	1.40000	2.98	11	1.31579	2.43	3	1.57143	3.37
1	12	1.50000	0.55	4	1.46667	1.13	3	1.25000	1.11	13	1.19048	1.71	3	1.40000	2.91
2	6	1.29412	12.53	4	1.46667	0.80	5	1.71429	0.95	6	1.29412	0.68	3	1.40000	2.38
3	13	1.19048	0.49	3	1.76923	1.52	3	1.57143	0.96	7	1.35294	1.49	3	1.57143	3.87
4	7	1.22222	0.47	4	1.46667	0.86	4	1.64286	1.06	7	1.29412	1.65	3	1.40000	1.62
5	9	1.33333	1.06	8	1.56250	1.10	3	1.25000	1.05	9	1.29412	0.74	3	1.11765	3.00
6	16	1.33333	0.70	3	1.76923	1.63	3	1.76923	2.59	10	1.26316	1.26	3	1.76923	2.27
7	9	1.33333	0.55	8	1.56250	0.80	3	1.25000	0.88	9	1.29412	0.71	3	1.11765	1.50
8	9	1.00000	0.42	7	1.35294	0.85	3	1.00000	0.90	9	1.29412	0.63	3	1.11765	1.35
9	8	1.27778	0.53	5	1.71429	0.73	3	1.57143	1.06	8	1.29412	0.65	3	1.57143	1.69
10	6	1.29412	1.72	4	1.46667	0.72	5	1.71429	12.09	6	1.29412	1.61	3	1.40000	1.50
11	7	1.22222	0.42	4	1.46667	0.64	4	1.64286	0.69	7	1.29412	0.57	3	1.40000	1.13
12	9	1.33333	0.37	8	1.56250	0.65	3	1.25000	0.70	9	1.29412	0.60	3	1.11765	1.47
13	8	1.27778	0.42	5	1.71429	0.73	3	1.57143	0.76	8	1.29412	0.47	3	1.57143	1.28
14	6	1.29412	2.16	4	1.46667	6.24	5	1.71429	1.31	6	1.29412	0.49	3	1.40000	1.35
15	13	1.19048	0.43	4	1.46667	0.84	3	1.40000	0.85	8	1.41176	0.86	3	1.40000	1.23
16	6	1.29412	0.35	4	1.46667	0.59	5	1.71429	0.70	6	1.29412	2.66	3	1.40000	0.92
17	13	1.19048	0.28	3	1.76923	0.53	3	1.57143	0.61	7	1.35294	0.84	3	1.57143	1.18
18	8	1.27778	0.78	5	1.71429	4.63	3	1.57143	0.67	8	1.29412	0.43	3	1.57143	0.94
19	8	1.27778	0.45	5	1.71429	0.82	3	1.57143	0.91	8	1.29412	0.47	3	1.57143	1.38
20	6	1.29412	0.70	4	1.46667	1.95	5	1.71429	1.35	6	1.29412	0.52	3	1.40000	2.24
21	9	1.21053	0.75	8	1.56250	1.50	4	1.64286	2.08	9	1.29412	0.46	3	1.11765	0.93
22	8	1.27778	0.23	5	1.71429	0.55	3	1.57143	0.65	8	1.29412	1.62	3	1.57143	1.29
23	12	1.50000	0.35	4	1.46667	1.07	3	1.25000	0.87	13	1.19048	2.63	3	1.40000	2.61
24	8	1.27778	1.00	5	1.71429	1.30	6	1.60000	0.63	8	1.29412	0.40	3	1.57143	4.17
25	8	1.15789	0.95	4	1.46667	2.96	5	1.71429	0.93	8	1.29412	1.30	3	1.40000	2.10
26	13	1.19048	0.71	4	1.46667	1.87	3	1.40000	1.87	8	1.41176	0.61	3	1.40000	0.93
27	13	1.19048	2.12	4	1.46667	1.69	3	1.40000	1.57	8	1.41176	1.05	3	1.40000	1.68
28	8	1.27778	4.69	5	1.71429	1.61	6	1.60000	0.94	8	1.29412	0.51	3	1.57143	1.07
29	8	1.27778	0.25	5	1.71429	0.42	3	1.57143	0.74	8	1.29412	0.55	3	1.57143	1.32
30	6	1.29412	0.45	4	1.46667	1.40	5	1.71429	0.65	6	1.29412	0.34	3	1.40000	0.84
31	9	1.21053	0.49	8	1.56250	1.15	4	1.64286	1.21	9	1.29412	0.57	3	1.11765	0.82
