Graph Info:	./input_data/cylinder/rnd/2.txt	Number of Vertices	303
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	10	1.03247	1.64	4	1.95192	7.99	9	1.94340	2.53	10	1.03247	1.55	3	1.94231	7.59
1	18	1.08442	1.34	4	1.95192	6.61	3	1.31818	3.25	18	1.03247	3.19	3	1.94231	16.40
2	10	1.03247	3.26	4	1.95192	7.86	9	1.94340	7.08	10	1.03247	1.64	3	1.94231	11.09
3	10	1.03247	1.41	4	1.95192	2.80	9	1.94340	3.64	10	1.03247	5.11	3	1.94231	5.34
4	13	1.02564	1.26	4	1.95192	2.58	3	1.97087	3.19	13	1.03247	2.23	3	1.94231	4.82
5	10	1.03247	1.24	4	1.95192	2.72	9	1.94340	2.87	10	1.03247	1.41	3	1.94231	7.48
6	12	1.04545	1.15	4	1.95192	2.37	3	1.40945	2.33	12	1.03247	0.83	3	1.94231	4.13
7	10	1.03247	1.09	4	1.95192	2.11	9	1.94340	4.33	10	1.03247	4.45	3	1.94231	7.77
8	10	1.03247	3.94	4	1.95192	2.12	9	1.94340	4.13	10	1.03247	2.08	3	1.94231	5.07
9	9	1.03922	1.67	10	1.79464	2.60	6	1.86111	6.24	9	1.03247	1.11	3	1.70796	4.61
10	10	1.03247	1.36	4	1.95192	2.22	9	1.94340	12.57	10	1.03247	2.01	3	1.94231	17.30
11	10	1.03247	3.12	4	1.95192	6.12	9	1.94340	3.77	10	1.03247	0.96	3	1.94231	8.64
12	10	1.03247	3.54	4	1.95192	3.17	9	1.94340	14.74	10	1.03247	1.04	3	1.94231	3.49
13	9	1.03922	0.67	10	1.79464	2.08	6	1.86111	2.26	9	1.03247	0.86	3	1.70796	6.62
14	9	1.03922	0.76	10	1.79464	2.06	6	1.86111	2.29	9	1.03247	0.82	3	1.70796	4.85
15	10	1.03247	0.65	4	1.95192	1.62	9	1.94340	2.13	10	1.03247	1.01	3	1.94231	3.14
16	11	1.02581	0.61	4	1.95192	1.50	3	1.91429	2.30	11	1.03247	1.33	3	1.94231	3.45
17	10	1.03247	0.78	4	1.95192	2.75	9	1.94340	2.65	10	1.03247	1.19	3	1.94231	3.15
18	14	1.01911	0.75	4	1.95192	1.60	3	1.57143	5.42	14	1.03247	0.85	3	1.94231	3.88
19	13	1.03871	3.02	4	1.95192	13.00	3	1.78182	4.00	13	1.03247	1.86	3	1.94231	4.51
20	9	1.03922	2.13	10	1.79464	2.40	6	1.86111	3.16	9	1.03247	2.98	3	1.70796	5.42
21	8	1.01948	3.30	10	1.79464	6.71	6	1.86111	2.31	8	1.03247	8.20	3	1.70796	8.33
22	15	1.03846	0.92	4	1.95192	1.73	3	1.46774	9.15	15	1.03247	0.88	3	1.94231	6.99
23	10	1.03247	2.03	4	1.95192	2.09	9	1.94340	2.29	10	1.03247	0.92	3	1.94231	3.79
24	7	1.00000	0.78	4	1.95192	1.49	3	1.59322	1.86	7	1.03247	1.00	3	1.94231	10.89
25	13	1.02564	0.94	4	1.95192	1.65	3	1.83333	2.28	13	1.03247	0.91	3	1.94231	7.81
26	9	1.03922	0.86	10	1.79464	3.07	6	1.86111	5.58	9	1.03247	0.89	3	1.70796	3.58
27	10	1.03247	0.67	4	1.95192	1.46	9	1.94340	2.10	10	1.03247	0.97	3	1.94231	3.18
28	14	1.00633	0.73	4	1.95192	1.46	9	1.94340	3.32	14	1.03247	13.82	3	1.94231	3.69
29	9	1.03922	1.01	10	1.79464	5.10	6	1.86111	8.46	9	1.03247	1.05	3	1.70796	4.53
30	12	1.04545	0.90	4	1.95192	3.60	3	1.42857	2.29	12	1.03247	1.40	3	1.94231	5.14
31	9	1.03922	0.69	10	1.79464	1.65	6	1.86111	4.44	9	1.03247	1.68	3	1.70796	7.19
