Graph Info:	./input_data/grids/2.txt	Number of Vertices	588
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	84	1.23256	3.12	22	1.86385	9.05	22	1.15548	8.05	59	1.40520	12.91	80	1.24916	13.99
1	128	1.19632	4.62	22	1.93269	10.17	22	1.42063	5.01	55	1.44487	18.61	27	1.60593	12.10
2	72	1.17105	5.53	22	1.52066	7.45	22	1.00000	11.06	55	1.12211	6.64	68	1.00612	9.17
3	95	1.23203	2.17	31	1.27574	4.80	27	1.83410	5.13	63	1.04075	8.56	35	1.49200	18.57
4	80	1.18301	1.80	27	1.75785	4.46	22	1.20217	9.83	45	1.53200	13.39	77	1.17320	30.25
5	106	1.02332	3.00	30	1.10204	5.90	22	1.74775	23.81	61	1.01553	6.25	75	1.11146	12.03
6	50	1.01262	3.58	32	1.36641	12.80	22	1.41107	19.37	64	1.13072	6.50	50	1.01262	8.14
7	104	1.26144	1.69	24	1.87324	4.20	22	1.00000	5.02	43	1.55466	5.60	29	1.49798	7.75
8	80	1.05538	1.85	21	1.75566	5.17	23	1.93750	5.09	58	1.14618	5.47	68	1.00612	6.65
9	71	1.17492	1.90	21	1.75566	4.13	21	1.63636	16.17	56	1.17568	15.97	68	1.00612	22.93
10	110	1.28105	3.76	22	1.90476	21.22	22	1.25926	10.72	55	1.42642	21.32	27	1.58403	14.70
11	83	1.02719	1.80	22	1.86385	15.68	22	1.03333	4.98	49	1.45000	11.88	79	1.03976	11.77
12	64	1.11688	1.96	22	1.52066	43.04	21	1.63636	9.71	55	1.16498	39.29	68	1.00612	24.57
13	60	1.04416	2.88	32	1.75556	15.57	22	1.06780	9.35	59	1.40520	5.10	60	1.04416	11.78
14	83	1.18567	1.51	22	1.89100	2.91	22	1.32824	4.01	59	1.20819	12.54	79	1.20132	6.75
15	110	1.28105	1.34	24	1.90047	2.69	22	1.00000	5.26	45	1.50198	4.16	32	1.51012	6.87
16	83	1.06462	1.61	33	1.16376	7.48	29	1.50813	3.77	59	1.06051	5.90	74	1.09494	46.53
17	88	1.08000	1.57	28	1.05333	20.26	22	1.62931	6.82	54	1.05112	21.97	84	1.09346	23.51
18	71	1.17492	6.72	22	1.52066	3.27	22	1.00000	7.05	56	1.46743	14.84	68	1.00612	6.28
19	102	1.30000	6.72	27	1.54132	3.07	22	1.02658	3.47	53	1.26502	5.44	36	1.15917	8.18
20	70	1.06918	1.76	21	1.75566	3.26	21	1.63636	6.51	44	1.52800	4.48	68	1.00612	5.60
21	84	1.12658	11.74	21	1.90000	4.15	21	1.90000	3.58	53	1.57430	5.84	82	1.12025	13.80
22	85	1.27365	4.38	22	1.86385	3.48	22	1.00658	11.12	57	1.42481	7.89	26	1.56904	62.58
23	100	1.29333	11.69	34	1.35606	8.63	29	1.43874	19.98	62	1.03125	6.26	82	1.18954	5.58
24	106	1.02332	1.48	23	1.93750	3.16	22	1.00658	5.77	50	1.46332	4.74	31	1.52653	12.48
25	66	1.10289	1.33	22	1.52066	2.76	21	1.63636	90.34	50	1.27857	27.28	68	1.00612	8.43
26	102	1.30000	1.52	22	1.87736	14.59	22	1.31939	6.04	58	1.40149	29.70	22	1.55230	7.46
27	88	1.08000	1.33	22	1.86385	13.93	22	1.57384	3.39	53	1.37407	4.68	84	1.09346	5.80
28	84	1.12658	1.32	21	1.92788	2.52	21	1.81944	3.52	51	1.56627	11.17	82	1.12025	7.05
29	68	1.05000	1.51	22	1.52066	11.62	21	1.63636	3.90	45	1.35316	7.42	68	1.00612	4.52
30	110	1.28105	1.15	22	1.90476	21.53	22	1.25926	6.68	55	1.42642	12.57	27	1.58403	23.06
31	74	1.21405	5.19	22	1.52066	5.66	22	1.72321	19.68	48	1.28777	27.56	68	1.00612	19.92
