Graph Info:	./input_data/grids/1.txt	Number of Vertices	63
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	31	1.00000	5.95	8	1.62963	14.49	8	1.02857	6.89	11	1.55172	2.91	27	1.09302	4.29
1	30	1.02174	0.97	8	1.73077	1.65	8	1.53571	2.02	14	1.48387	2.75	20	1.30556	3.67
2	26	1.06977	0.88	7	1.80000	1.65	9	1.66667	1.71	16	1.39394	1.99	7	1.69231	2.95
3	28	1.67647	0.85	8	1.73077	1.57	8	1.21875	1.69	13	1.37500	2.30	8	1.73077	3.21
4	30	1.02174	0.98	8	1.73077	1.54	8	1.53571	1.55	14	1.48387	3.41	20	1.30556	4.85
5	26	1.06977	1.63	7	1.80000	1.49	9	1.66667	1.47	16	1.39394	2.37	7	1.69231	2.64
6	31	1.00000	1.15	8	1.73077	3.58	8	1.73077	1.66	15	1.36364	1.15	19	1.34286	2.51
7	28	1.67647	1.27	8	1.73077	3.38	8	1.21875	0.90	13	1.37500	0.96	8	1.73077	2.33
8	33	1.08696	0.87	10	1.60714	1.69	8	1.02857	15.76	13	1.45161	4.63	21	1.47059	3.25
9	28	1.75758	1.06	7	1.80000	2.16	8	1.44828	3.66	10	1.51724	1.11	7	1.69231	4.15
10	30	1.02174	0.68	10	1.08571	1.30	8	1.53571	1.34	15	1.05263	5.83	21	1.27027	1.97
11	30	1.58333	2.41	7	1.80000	1.25	9	1.40000	16.28	11	1.46667	1.47	7	1.69231	9.94
12	22	1.57576	1.12	12	1.50000	1.55	10	1.35484	1.97	15	1.29412	1.39	16	1.19444	4.36
13	14	1.33333	0.71	9	1.76923	2.15	8	1.73077	3.63	14	1.56667	3.67	11	1.46667	4.35
14	28	1.75758	11.28	7	1.80000	6.50	8	1.44828	0.83	10	1.51724	3.59	7	1.69231	6.89
15	28	1.67647	0.37	7	1.80000	0.67	7	1.50000	3.14	12	1.41935	4.45	7	1.69231	2.44
16	28	1.67647	3.10	8	1.73077	1.67	8	1.21875	2.17	13	1.37500	0.96	8	1.73077	1.85
17	30	1.51351	1.58	7	1.69231	1.61	7	1.50000	1.07	16	1.32353	0.97	26	1.40541	4.29
18	29	1.70588	0.80	8	1.73077	1.31	8	1.73077	1.38	11	1.55172	1.26	26	1.61765	1.51
19	14	1.33333	0.49	9	1.76923	0.90	8	1.73077	1.88	14	1.56667	1.08	11	1.46667	1.90
20	28	1.02222	0.78	11	1.38710	1.18	10	1.08571	2.90	16	1.19444	1.32	20	1.18421	1.87
21	30	1.58333	0.77	8	1.53571	0.97	7	1.50000	1.00	15	1.29412	1.13	27	1.50000	0.97
22	25	1.25641	0.26	7	1.80000	0.55	11	1.46667	0.55	13	1.00000	0.72	7	1.69231	1.70
23	30	1.58333	0.54	8	1.53571	0.87	7	1.50000	0.95	15	1.29412	1.06	27	1.50000	1.29
24	30	1.58333	0.40	7	1.59259	0.69	7	1.59259	0.73	14	1.48387	0.91	7	1.50000	1.52
25	29	1.70588	0.31	8	1.73077	0.50	8	1.02857	0.49	9	1.57143	4.05	26	1.61765	0.93
26	28	1.67647	0.20	7	1.80000	0.30	7	1.50000	0.33	12	1.41935	0.45	7	1.69231	1.05
27	28	1.67647	0.28	7	1.80000	0.47	7	1.50000	0.66	12	1.41935	1.07	7	1.69231	1.55
28	30	1.06667	0.40	10	1.43333	0.67	8	1.36667	0.79	14	1.33333	0.70	26	1.02273	0.95
29	33	1.08696	0.28	10	1.60714	0.51	8	1.02857	0.56	13	1.45161	0.63	21	1.47059	0.58
30	30	1.58333	0.17	7	1.80000	0.67	8	1.53571	0.53	11	1.46667	0.65	7	1.69231	0.94
31	29	1.62857	0.27	9	1.66667	0.55	8	1.02857	0.54	11	1.55172	0.71	26	1.54286	1.07
