Graph Info:	./input_data/grids/5.txt	Number of Vertices	595856
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	2671	1.00673	4597.74	847	1.99682	7951.62	847	1.99682	6646.08	2067	1.33327	7278.07	2410	1.00288	9500.09
1	2220	1.00586	2014.41	669	1.66566	5301.39	668	1.66966	6757.58	1392	1.43747	7626.19	2226	1.00150	9658.18
2	2759	1.00097	2042.14	992	1.20434	6696.38	857	1.99719	4585.29	2108	1.02767	7725.58	2459	1.00506	7482.65
3	2292	1.00360	2897.56	668	1.67666	4294.31	668	1.67268	6513.61	1452	1.54193	5676.75	2290	1.00359	9138.87
4	2716	1.00720	2031.31	668	1.67365	7964.57	709	1.99201	5341.47	1797	1.13808	6345.71	2226	1.00150	8610.86
5	2162	1.00218	2057.22	668	1.67365	6263.66	668	1.66966	4854.82	1597	1.37525	7377.81	2226	1.00150	7684.09
6	2488	1.00615	4046.21	803	1.08789	4635.66	669	1.38114	5195.17	1417	1.02512	7026.97	2486	1.00614	7729.73
7	2232	1.00461	3150.08	668	1.67365	4073.17	669	1.00047	4769.32	1362	1.45300	7124.41	2226	1.00150	6680.18
8	3724	1.00950	3137.93	782	1.99452	3908.95	669	1.00015	4471.25	1808	1.51999	6870.42	1075	1.52032	7777.67
9	2187	1.00542	3187.21	669	1.66566	3952.35	668	1.66966	5009.76	1582	1.37777	6551.83	2226	1.00150	6856.52
10	2827	1.00586	3135.97	893	1.50381	3884.00	721	1.99462	4922.73	2029	1.06905	7218.49	2823	1.00587	7537.32
11	3234	1.00399	3123.41	782	1.99621	4426.48	782	1.99621	5030.72	2036	1.34134	8183.52	911	1.66685	10162.76
12	2536	1.00762	2480.69	669	1.66566	12329.67	781	1.99658	5746.19	1698	1.24975	7909.06	2226	1.00150	10042.39
13	2464	1.00721	5206.98	668	1.67365	4765.07	787	1.98994	5496.98	1651	1.28963	14965.83	2226	1.00150	8518.85
14	2308	1.00143	3723.33	669	1.99758	6333.20	669	1.41476	4972.08	1517	1.65362	7966.57	2306	1.00143	12314.34
15	2164	1.00719	2463.15	669	1.66566	7734.46	669	1.00000	6476.43	1720	1.25121	6466.86	2226	1.00150	14116.78
16	2950	1.00314	2215.79	669	1.99554	7159.84	669	1.13798	7444.39	1834	1.29373	11341.37	2946	1.00315	15637.63
17	3052	1.00320	3286.10	916	1.06770	6460.39	669	1.83183	5162.00	1961	1.09274	6461.54	3048	1.00322	8670.55
18	2196	1.00210	2236.11	668	1.67365	5931.51	668	1.66966	4674.17	1856	1.10676	7226.26	2226	1.00150	7636.21
19	2146	1.00611	3166.00	669	1.66566	4202.85	668	1.66966	5671.75	1756	1.23996	8137.67	2226	1.00150	8000.44
20	2968	1.00154	3959.49	919	1.00240	5927.64	672	1.99609	6939.26	1922	1.04665	7464.83	2964	1.00152	7638.78
21	3390	1.00459	3335.94	719	1.99642	3984.05	669	1.00049	4843.84	1764	1.49041	7447.84	1126	1.55980	7796.34
22	3048	1.00375	4815.99	669	1.99808	3899.15	669	1.30090	4372.59	1950	1.40589	7196.02	3044	1.00377	6728.66
23	2332	1.00049	3173.20	668	1.67365	4335.55	668	1.66966	5970.42	1509	1.39926	9177.76	2226	1.00150	9365.80
24	3830	1.01200	3717.99	738	1.99793	6120.09	669	1.00022	5931.93	2011	1.44898	8533.63	994	1.57375	9732.01
25	4192	1.00855	2410.43	989	1.99722	4806.99	689	1.99824	6627.76	1941	1.46033	6426.30	1434	1.44363	10683.43
26	2402	1.00507	1958.53	668	1.69286	5092.45	668	1.68886	5998.64	1487	1.61474	5476.13	2400	1.00508	9227.39
27	2526	1.00372	1976.40	725	1.99496	5909.53	669	1.00012	4989.52	1336	1.33402	5686.62	2523	1.00371	8927.08
28	2568	1.00002	1843.87	1008	1.08055	6068.39	875	1.99716	5407.99	2103	1.03405	7669.52	2403	1.00521	7629.42
29	2685	1.00571	3389.44	673	1.99580	4288.24	669	1.00024	4881.48	1761	1.50768	7657.39	2681	1.00572	9037.06
30	2274	1.00033	1905.97	668	1.67365	4298.65	669	1.07640	6675.58	1421	1.48362	6897.94	2226	1.00150	9812.84
31	2918	1.00583	1961.48	889	1.99706	7688.71	669	1.44403	5587.15	2052	1.37043	5847.11	2914	1.00582	11995.38
