Graph Info:	./input_data/cylinder/symm/5.txt	Number of Vertices	30003
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	3	1.00000	55.73	6	1.99940	154.81	5	1.99960	141.79	3	1.00000	72.82	4	1.99860	205.22
1	3	1.00000	45.41	6	1.99940	114.40	5	1.99960	166.51	3	1.00000	74.22	4	1.99860	198.73
2	6	1.00020	45.29	6	1.99940	131.02	5	1.99960	138.53	6	1.00000	71.62	4	1.99860	216.02
3	6	1.00020	45.69	6	1.99940	107.29	3	1.39225	134.26	6	1.00000	97.98	4	1.99860	194.03
4	3	1.00000	48.90	6	1.99940	113.93	5	1.99960	160.96	3	1.00000	72.05	4	1.99860	191.12
5	6	1.00020	72.23	6	1.99940	106.81	3	1.33364	138.37	6	1.00000	71.88	4	1.99860	217.91
6	3	1.00000	48.55	6	1.99940	112.51	5	1.99960	142.13	3	1.00000	77.85	4	1.99860	188.56
7	6	1.00020	45.42	6	1.99940	112.17	3	1.59860	123.18	6	1.00000	97.06	4	1.99860	193.83
8	3	1.00000	47.05	6	1.99940	114.04	5	1.99960	172.32	3	1.00000	73.50	4	1.99860	185.13
9	3	1.00000	45.17	6	1.99940	108.28	5	1.99960	158.25	3	1.00000	67.53	4	1.99860	173.06
10	3	1.00000	42.06	6	1.99940	128.16	5	1.99960	132.52	3	1.00000	70.69	4	1.99860	180.89
11	3	1.00000	45.75	6	1.99940	117.10	5	1.99960	127.71	3	1.00000	66.63	4	1.99860	177.65
12	6	1.00020	42.61	6	1.99940	268.09	3	1.73129	127.64	6	1.00000	65.18	4	1.99860	167.21
13	3	1.00000	41.72	6	1.99940	102.63	5	1.99960	124.31	3	1.00000	64.79	4	1.99860	167.77
14	6	1.00020	41.53	6	1.99940	104.35	5	1.99960	131.22	6	1.00000	66.82	4	1.99860	171.67
15	6	1.00020	41.80	6	1.99940	100.86	3	1.34513	128.94	6	1.00000	63.95	4	1.99860	171.16
16	3	1.00000	40.34	6	1.99940	99.41	5	1.99960	135.25	3	1.00000	64.50	4	1.99860	179.29
17	6	1.00020	43.76	6	1.99940	95.34	5	1.99960	132.97	6	1.00000	68.07	4	1.99860	171.48
18	3	1.00000	43.37	6	1.99940	96.57	5	1.99960	127.24	3	1.00000	74.43	4	1.99860	174.67
19	3	1.00000	43.25	6	1.99940	96.42	5	1.99960	130.64	3	1.00000	80.28	4	1.99860	244.90
20	3	1.00000	47.28	6	1.99940	108.51	5	1.99960	147.72	3	1.00000	71.75	4	1.99860	202.41
21	6	1.00020	48.07	6	1.99940	149.09	3	1.13672	160.71	6	1.00000	73.54	4	1.99860	189.97
22	3	1.00000	44.28	6	1.99940	103.67	5	1.99960	134.83	3	1.00000	71.68	4	1.99860	280.62
23	6	1.00020	98.02	6	1.99940	127.98	5	1.99960	146.80	6	1.00000	66.38	4	1.99860	171.23
24	3	1.00000	42.76	6	1.99940	101.91	5	1.99960	139.69	3	1.00000	65.68	4	1.99860	175.05
25	3	1.00000	41.42	6	1.99940	96.62	5	1.99960	130.05	3	1.00000	80.12	4	1.99860	173.29
26	6	1.00020	42.39	6	1.99940	97.01	3	1.31635	128.45	6	1.00000	64.79	4	1.99860	175.63
27	6	1.00020	43.83	6	1.99940	99.11	3	1.14313	119.30	6	1.00000	67.24	4	1.99860	185.66
28	6	1.00020	45.37	6	1.99940	100.94	5	1.99960	130.76	6	1.00000	65.51	4	1.99860	178.00
29	6	1.00020	45.85	6	1.99940	100.39	3	1.43417	126.63	6	1.00000	68.75	4	1.99860	169.47
30	3	1.00000	45.51	6	1.99940	102.94	5	1.99960	143.88	3	1.00000	66.15	4	1.99860	174.53
31	3	1.00000	43.02	6	1.99940	97.80	5	1.99960	133.21	3	1.00000	66.07	4	1.99860	173.52
