Graph Info:	./input_data/cylinder/symm/4.txt	Number of Vertices	3003
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	6	1.00200	12.55	6	1.99403	24.74	5	1.99602	34.31	6	1.00000	17.40	4	1.98610	88.83
1	3	1.00000	44.35	6	1.99403	46.63	6	1.99403	57.45	3	1.00000	20.98	4	1.98610	92.12
2	3	1.00000	27.45	6	1.99403	37.94	5	1.99602	36.01	3	1.00000	155.25	4	1.98610	73.92
3	6	1.00200	22.67	6	1.99403	67.08	3	1.82254	39.47	6	1.00000	37.32	4	1.98610	72.04
4	6	1.00200	10.91	6	1.99403	22.39	3	1.86286	34.38	6	1.00000	26.28	4	1.98610	74.60
5	6	1.00200	11.85	6	1.99403	22.69	3	1.80672	28.26	6	1.00000	30.21	4	1.98610	96.91
6	3	1.00000	11.34	6	1.99403	32.11	6	1.99403	35.22	3	1.00000	17.68	4	1.98610	40.84
7	6	1.00200	14.54	6	1.99403	27.51	3	1.92128	25.89	6	1.00000	30.91	4	1.98610	24.96
8	6	1.00200	6.17	6	1.99403	11.94	5	1.99602	15.51	6	1.00000	17.96	4	1.98610	58.64
9	6	1.00200	11.58	6	1.99403	12.78	3	1.50500	14.94	6	1.00000	9.12	4	1.98610	24.68
10	6	1.00200	6.21	6	1.99403	12.70	5	1.99602	30.43	6	1.00000	28.09	4	1.98610	50.30
11	6	1.00200	6.66	6	1.99403	18.74	3	1.21192	15.27	6	1.00000	8.89	4	1.98610	50.63
12	3	1.00000	22.54	6	1.99403	39.93	6	1.99403	34.09	3	1.00000	9.44	4	1.98610	23.85
13	3	1.00000	6.38	6	1.99403	12.39	5	1.99602	15.87	3	1.00000	9.08	4	1.98610	40.25
14	3	1.00000	14.19	6	1.99403	32.32	6	1.99403	33.31	3	1.00000	15.70	4	1.98610	24.43
15	6	1.00200	5.70	6	1.99403	12.26	3	1.54962	15.05	6	1.00000	8.81	4	1.98610	23.31
16	3	1.00000	7.22	6	1.99403	30.73	5	1.99602	37.21	3	1.00000	19.41	4	1.98610	32.07
17	6	1.00200	6.12	6	1.99403	12.83	3	1.22173	15.77	6	1.00000	10.41	4	1.98610	47.42
18	3	1.00000	14.43	6	1.99403	33.59	6	1.99403	30.04	3	1.00000	9.60	4	1.98610	24.48
19	3	1.00000	6.72	6	1.99403	12.30	6	1.99403	14.71	3	1.00000	9.17	4	1.98610	23.97
20	3	1.00000	6.62	6	1.99403	24.27	6	1.99403	27.31	3	1.00000	15.80	4	1.98610	43.58
21	3	1.00000	6.51	6	1.99403	11.99	5	1.99602	15.47	3	1.00000	9.21	4	1.98610	34.67
22	3	1.00000	8.14	6	1.99403	31.26	6	1.99403	32.74	3	1.00000	25.26	4	1.98610	24.91
23	3	1.00000	5.85	6	1.99403	13.95	6	1.99403	14.00	3	1.00000	8.84	4	1.98610	23.54
24	6	1.00200	6.53	6	1.99403	578.83	5	1.99602	8.26	6	1.00000	3.70	4	1.98610	11.91
25	3	1.00000	2.88	6	1.99403	5.86	6	1.99403	7.40	3	1.00000	3.88	4	1.98610	25.47
26	6	1.00200	2.76	6	1.99403	8.72	5	1.99602	14.31	6	1.00000	4.33	4	1.98610	12.34
27	3	1.00000	3.44	6	1.99403	6.74	6	1.99403	7.95	3	1.00000	4.00	4	1.98610	12.38
28	3	1.00000	2.66	6	1.99403	6.29	6	1.99403	7.90	3	1.00000	3.79	4	1.98610	11.95
29	3	1.00000	3.00	6	1.99403	13.87	6	1.99403	18.11	3	1.00000	12.90	4	1.98610	29.62
30	6	1.00200	2.89	6	1.99403	19.80	5	1.99602	11.44	6	1.00000	3.94	4	1.98610	14.08
31	6	1.00200	3.16	6	1.99403	7.30	5	1.99602	9.15	6	1.00000	3.94	4	1.98610	20.86
