Graph Info:	./input_data/cylinder/symm/2.txt	Number of Vertices	33
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	3	1.00000	0.18	6	1.60000	0.31	5	1.71429	0.50	3	1.00000	0.24	4	1.17647	2.07
1	3	1.00000	0.20	6	1.60000	0.32	6	1.60000	0.39	3	1.00000	0.20	4	1.17647	1.08
2	3	1.00000	0.18	6	1.60000	0.30	5	1.71429	0.40	3	1.00000	0.23	4	1.17647	0.47
3	6	1.16667	0.11	6	1.60000	0.27	4	1.64286	0.40	6	1.00000	0.24	4	1.17647	0.60
4	3	1.00000	0.10	6	1.60000	0.23	5	1.71429	0.40	3	1.00000	0.21	4	1.17647	4.03
5	3	1.00000	0.16	6	1.60000	0.30	6	1.60000	0.43	3	1.00000	0.28	4	1.17647	0.65
6	6	1.16667	0.14	6	1.60000	0.19	4	1.46667	0.28	6	1.00000	0.13	4	1.17647	0.35
7	3	1.00000	0.15	6	1.60000	0.18	6	1.60000	0.36	3	1.00000	0.19	4	1.17647	0.53
8	6	1.16667	0.15	5	1.71429	0.27	3	1.40000	0.40	6	1.00000	0.22	3	1.40000	0.60
9	3	1.00000	0.15	6	1.60000	0.29	5	1.71429	0.40	3	1.00000	0.21	4	1.17647	0.52
10	3	1.00000	0.15	6	1.60000	0.28	5	1.71429	2.89	3	1.00000	0.72	4	1.17647	4.24
11	3	1.00000	11.81	6	1.60000	23.24	5	1.71429	0.98	3	1.00000	0.60	4	1.17647	0.71
12	3	1.00000	0.18	6	1.60000	0.31	6	1.60000	0.41	3	1.00000	0.22	4	1.17647	6.67
13	3	1.00000	1.17	6	1.60000	4.64	5	1.71429	1.17	3	1.00000	0.50	4	1.17647	0.49
14	3	1.00000	0.17	6	1.60000	0.27	6	1.60000	0.43	3	1.00000	0.18	4	1.17647	0.52
15	6	1.16667	0.13	6	1.60000	0.28	4	1.46667	0.38	6	1.00000	0.17	4	1.17647	0.54
16	3	1.00000	0.15	6	1.60000	0.32	5	1.71429	0.35	3	1.00000	0.15	4	1.17647	0.49
17	6	1.16667	0.13	6	1.60000	0.30	4	1.64286	0.37	6	1.00000	0.22	4	1.17647	1.15
18	3	1.00000	0.32	6	1.60000	0.79	5	1.71429	0.90	3	1.00000	0.21	4	1.17647	0.34
19	6	1.16667	0.09	6	1.60000	0.21	3	1.00000	0.25	6	1.00000	0.12	4	1.17647	0.33
20	3	1.00000	0.10	6	1.60000	0.20	5	1.71429	0.24	3	1.00000	0.12	4	1.17647	0.34
21	3	1.00000	0.10	6	1.60000	0.25	5	1.71429	0.28	3	1.00000	0.19	4	1.17647	2.29
22	3	1.00000	0.15	6	1.60000	0.31	5	1.71429	0.35	3	1.00000	0.21	4	1.17647	0.51
23	3	1.00000	0.14	6	1.60000	0.29	6	1.60000	0.34	3	1.00000	0.22	4	1.17647	0.51
24	3	1.00000	0.29	6	1.60000	0.26	5	1.71429	0.37	3	1.00000	0.19	4	1.17647	12.19
25	6	1.16667	0.15	6	1.60000	0.27	4	1.46667	1.42	6	1.00000	0.24	4	1.17647	0.52
26	6	1.16667	0.13	6	1.60000	0.30	4	1.46667	0.37	6	1.00000	0.20	4	1.17647	0.64
27	6	1.16667	0.60	6	1.60000	0.71	4	1.46667	1.21	6	1.00000	1.31	4	1.17647	1.39
28	3	1.00000	1.10	6	1.60000	0.98	5	1.71429	1.59	3	1.00000	0.29	4	1.17647	0.58
29	3	1.00000	0.22	6	1.60000	2.10	5	1.71429	1.72	3	1.00000	0.60	4	1.17647	1.23
30	3	1.00000	0.43	6	1.60000	0.72	5	1.71429	0.50	3	1.00000	0.77	4	1.17647	1.09
31	3	1.00000	0.17	6	1.60000	0.29	5	1.71429	0.38	3	1.00000	0.17	4	1.17647	0.34
