Graph Info:	./input_data/cylinder/rnd/2.txt	Number of Vertices	303
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	9	1.03922	1.84	10	1.79464	2.53	3	1.04000	16.30	9	1.03247	2.23	3	1.70796	7.23
1	10	1.03247	1.45	4	1.95192	2.81	9	1.94340	4.60	10	1.03247	1.52	3	1.94231	5.83
2	10	1.03247	1.23	4	1.95192	2.50	9	1.94340	10.07	10	1.03247	1.77	3	1.94231	10.39
3	10	1.03247	1.38	4	1.95192	8.04	9	1.94340	5.67	10	1.03247	1.61	3	1.94231	10.57
4	12	1.04545	5.38	4	1.95192	6.69	3	1.40945	3.62	12	1.03247	3.54	3	1.94231	7.40
5	10	1.03247	4.45	4	1.95192	6.45	4	1.95192	9.19	10	1.03247	3.81	3	1.94231	8.06
6	9	1.03922	1.74	10	1.79464	4.65	10	1.79464	4.05	9	1.03247	1.34	3	1.70796	6.35
7	10	1.03247	1.15	4	1.95192	2.06	9	1.94340	8.26	10	1.03247	1.48	3	1.94231	12.74
8	10	1.04575	3.97	4	1.95192	5.15	9	1.94340	16.42	10	1.03247	6.71	3	1.94231	11.51
9	10	1.03247	0.81	4	1.95192	4.66	9	1.94340	24.54	10	1.03247	1.86	3	1.94231	31.20
10	9	1.03922	0.84	10	1.79464	1.97	10	1.79464	13.54	9	1.03247	1.25	3	1.70796	4.75
11	10	1.03247	0.91	4	1.95192	2.62	9	1.94340	3.68	10	1.03247	3.17	3	1.94231	9.18
12	9	1.03922	3.53	10	1.79464	6.62	10	1.79464	3.65	9	1.03247	3.72	3	1.70796	10.61
13	12	1.04545	1.86	4	1.95192	2.09	3	1.35385	18.47	12	1.03247	8.43	3	1.94231	4.24
14	8	1.03268	0.74	10	1.79464	7.05	3	1.46774	5.95	8	1.03247	1.96	3	1.70796	12.22
15	12	1.04545	0.67	4	1.95192	3.82	3	1.39063	5.12	12	1.03247	7.36	3	1.94231	2.71
16	11	1.06579	0.77	4	1.95192	1.63	3	1.66087	3.42	11	1.03247	2.58	3	1.94231	4.32
17	7	1.01299	0.62	4	1.95192	4.02	3	1.48780	3.58	7	1.03247	1.36	3	1.94231	12.14
18	8	1.03268	2.18	6	1.94286	2.29	6	1.86111	3.94	8	1.03247	0.83	3	1.88679	3.97
19	12	1.01923	1.24	4	1.95192	1.81	3	1.11034	2.98	12	1.03247	0.99	3	1.94231	15.86
20	7	1.00000	0.71	4	1.95192	5.30	3	1.55000	79.09	7	1.03247	0.82	3	1.94231	9.01
21	9	1.03922	4.95	10	1.79464	1.99	10	1.79464	4.03	9	1.03247	2.78	3	1.70796	5.62
22	10	1.03247	1.72	4	1.95192	12.68	9	1.94340	4.50	10	1.03247	2.37	3	1.94231	4.05
23	7	1.03947	0.90	4	1.95192	2.96	3	1.52893	3.46	7	1.03247	1.33	3	1.94231	4.16
24	10	1.03247	0.76	4	1.95192	1.67	9	1.94340	3.33	10	1.03247	2.52	3	1.94231	3.68
25	10	1.03247	0.86	4	1.95192	1.13	9	1.94340	2.41	10	1.03247	0.76	3	1.94231	3.53
26	9	1.03922	0.50	10	1.79464	3.01	6	1.86111	3.29	9	1.03247	0.66	3	1.70796	3.16
27	15	1.07843	0.75	4	1.95192	1.27	3	1.20144	2.96	15	1.03247	5.59	3	1.94231	7.21
28	9	1.03922	2.06	10	1.79464	1.42	10	1.79464	7.47	9	1.03247	0.89	3	1.70796	11.05
29	15	1.05161	0.49	10	1.79464	1.26	3	1.28358	11.57	15	1.03247	0.68	3	1.70796	10.33
30	14	1.00633	0.51	4	1.95192	1.91	9	1.94340	5.83	14	1.03247	0.83	3	1.94231	11.69
31	7	1.01299	0.52	10	1.79464	3.06	3	1.50820	1.83	7	1.03247	3.04	3	1.70796	9.21
