Graph Info:	./input_data/cylinder/rnd/1.txt	Number of Vertices	33
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	9	1.00000	11.65	4	1.46667	3.83	3	1.00000	3.22	9	1.10526	1.31	3	1.40000	6.49
1	8	1.41176	0.61	5	1.71429	2.37	3	1.25000	1.49	8	1.10526	0.75	3	1.40000	2.36
2	7	1.35294	0.48	4	1.64286	2.50	4	1.64286	1.25	7	1.10526	1.13	3	1.57143	1.70
3	11	1.20000	0.47	4	1.64286	0.83	3	1.57143	2.59	5	1.53333	1.14	3	1.57143	1.59
4	8	1.27778	0.76	6	1.16667	1.01	3	1.40000	5.68	8	1.10526	0.69	3	1.25000	1.48
5	14	1.47368	0.39	8	1.41176	0.79	5	1.71429	0.92	10	1.04762	1.35	3	1.11765	1.43
6	12	1.14286	0.39	7	1.66667	0.72	3	1.76923	0.93	8	1.41176	1.05	3	1.00000	1.73
7	14	1.47368	0.43	8	1.41176	0.84	5	1.71429	0.98	10	1.04762	1.12	3	1.11765	1.55
8	11	1.58824	0.43	6	1.29412	0.83	3	1.00000	0.97	11	1.09524	0.96	3	1.25000	1.38
9	7	1.10526	0.42	8	1.56250	0.78	7	1.66667	0.87	7	1.10526	0.59	3	1.11765	1.37
10	7	1.35294	0.37	4	1.64286	0.71	4	1.64286	0.78	7	1.10526	0.49	3	1.57143	1.57
11	8	1.27778	0.41	6	1.16667	0.76	3	1.40000	0.95	8	1.10526	0.54	3	1.25000	2.62
12	14	1.47368	1.00	8	1.41176	2.20	5	1.71429	0.87	10	1.04762	0.93	3	1.11765	2.48
13	7	1.10526	0.49	8	1.56250	1.25	7	1.66667	1.43	7	1.10526	0.54	3	1.11765	1.83
14	7	1.35294	0.50	6	1.16667	0.70	4	1.64286	0.93	7	1.10526	0.51	3	1.25000	3.23
15	11	1.20000	0.51	3	1.76923	0.66	3	1.40000	0.87	3	1.76923	0.86	3	1.57143	2.91
16	7	1.35294	0.29	4	1.64286	0.48	4	1.64286	0.76	7	1.10526	0.39	3	1.57143	0.95
17	11	1.20000	0.31	4	1.64286	0.56	3	1.57143	0.73	5	1.53333	1.14	3	1.57143	1.42
18	7	1.10526	0.35	8	1.56250	0.56	7	1.66667	0.70	7	1.10526	0.38	3	1.11765	1.38
19	7	1.10526	0.24	5	1.71429	0.52	3	1.00000	0.90	7	1.10526	0.39	3	1.57143	1.13
20	10	1.04762	0.26	8	1.27778	0.49	5	1.53333	6.02	11	1.00000	2.23	3	1.25000	1.07
21	15	1.18182	0.30	6	1.29412	0.43	3	1.76923	0.67	9	1.00000	2.30	3	1.76923	2.07
22	7	1.10526	0.25	8	1.56250	4.24	7	1.66667	0.83	7	1.10526	3.74	3	1.11765	0.89
23	8	1.41176	0.17	5	1.71429	0.39	3	1.25000	10.63	8	1.10526	0.54	3	1.40000	2.87
24	7	1.10526	6.19	8	1.56250	1.23	7	1.66667	0.68	7	1.10526	0.35	3	1.11765	1.61
25	7	1.35294	0.21	6	1.16667	1.53	4	1.64286	0.61	7	1.10526	0.32	3	1.25000	0.96
26	11	1.20000	0.31	3	1.76923	0.78	3	1.40000	0.82	3	1.76923	0.68	3	1.57143	1.02
27	11	1.20000	0.26	3	1.76923	0.65	3	1.40000	0.77	3	1.76923	0.64	3	1.57143	0.92
28	7	1.10526	0.29	8	1.56250	0.55	7	1.66667	0.69	7	1.10526	0.38	3	1.11765	1.54
29	7	1.10526	0.24	8	1.56250	0.49	7	1.66667	0.63	7	1.10526	0.31	3	1.11765	0.90
30	7	1.35294	0.23	4	1.64286	0.39	4	1.64286	0.60	7	1.10526	0.38	3	1.57143	1.12
31	15	1.18182	0.27	6	1.29412	0.42	3	1.76923	0.67	9	1.00000	0.73	3	1.76923	0.72
