Graph Info:	./input_data/cylinder/rnd/6.txt	Number of Vertices	3000003
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	16	1.00000	39063.80	6	1.99999	46708.81	3	1.00693	47076.40	16	1.00000	19842.45	3	1.99999	76635.31
1	14	1.00000	14446.02	3	2.00000	43624.47	3	1.99999	51866.74	14	1.00000	15857.59	3	1.99999	85023.38
2	5	1.00000	16952.67	6	1.99999	36592.70	6	1.99999	45843.93	5	1.00000	18872.96	3	1.99999	104580.94
3	5	1.00000	32324.80	6	1.99999	40689.16	3	1.99999	58626.16	5	1.00000	19666.18	3	1.99999	91349.32
4	5	1.00000	33649.78	6	1.99999	46587.66	3	1.99999	73999.96	5	1.00000	19950.95	3	1.99999	109463.97
5	11	1.00000	29522.87	6	1.99999	47452.96	3	1.01007	64936.28	11	1.00000	25076.27	3	1.99999	92698.70
6	21	1.00001	18173.47	3	2.00000	46282.44	3	1.79827	51756.22	21	1.00000	25272.57	3	1.99999	109096.33
7	5	1.00000	32920.45	6	1.99999	85765.91	3	1.99999	44813.58	5	1.00000	23214.57	3	1.99999	89108.88
8	5	1.00000	13379.58	6	1.99999	40657.56	6	1.99999	40395.76	5	1.00000	18843.79	3	1.99999	124575.32
9	7	1.00000	43158.74	3	2.00000	42707.85	3	1.99999	66796.89	7	1.00000	26200.14	3	1.99999	132264.99
10	9	1.00000	48860.22	6	1.99999	41918.35	3	1.99999	71232.57	9	1.00000	21724.54	3	1.99999	88795.44
11	12	1.00000	13221.91	6	1.99999	57500.55	3	1.72861	46706.90	12	1.00000	30694.21	3	1.99999	112225.59
12	7	1.00000	37584.70	3	2.00000	40974.63	3	1.99999	62843.70	7	1.00000	21464.46	3	1.99999	117238.26
13	15	1.00001	16832.09	6	1.99999	48595.18	3	1.99999	56772.60	15	1.00000	38403.42	3	1.99999	106539.11
14	5	1.00000	16661.78	6	1.99999	50826.82	6	1.99999	52759.02	5	1.00000	24076.45	3	1.99999	125247.24
15	11	1.00001	16732.43	6	1.99999	49860.74	3	1.08896	44669.79	11	1.00000	39947.78	3	1.99999	108797.79
16	11	1.00001	14785.89	3	2.00000	51509.67	3	1.49306	46255.36	11	1.00000	23592.99	3	1.99999	168983.84
17	15	1.00001	48471.92	6	1.99999	50204.25	3	1.99999	71684.06	15	1.00000	28377.19	3	1.99999	113950.99
18	7	1.00000	27276.30	3	2.00000	35111.95	4	1.99998	63211.10	7	1.00000	25550.66	3	1.99999	110269.09
19	12	1.00000	37150.83	3	2.00000	41372.87	3	1.99999	70441.37	12	1.00000	33059.35	3	1.99999	97596.58
20	17	1.00000	17643.96	6	1.99999	62586.18	3	1.53101	48226.76	17	1.00000	19924.30	3	1.99999	121696.82
21	7	1.00000	36283.26	3	2.00000	36781.35	4	1.99998	56727.66	7	1.00000	22362.53	3	1.99999	140006.60
22	5	1.00000	44577.02	6	1.99999	42297.59	3	1.99999	61816.38	5	1.00000	21146.94	3	1.99999	90425.83
23	7	1.00000	32365.23	3	2.00000	37248.73	3	1.99999	66488.83	7	1.00000	24320.09	3	1.99999	128172.64
24	5	1.00000	32851.62	6	1.99999	42223.15	6	1.99999	57908.11	5	1.00000	19856.43	3	1.99999	90702.88
25	5	1.00000	36222.13	6	1.99999	36850.98	6	1.99999	66085.30	5	1.00000	19964.65	3	1.99999	82467.25
26	7	1.00000	54357.81	3	2.00000	41491.57	4	1.99998	64509.25	7	1.00000	23227.25	3	1.99999	74714.25
27	12	1.00000	14853.53	6	1.99999	41105.00	3	1.99999	40605.90	12	1.00000	18269.12	3	1.99999	84429.46
28	5	1.00000	13418.07	6	1.99999	36760.11	6	1.99999	34032.84	5	1.00000	22609.41	3	1.99999	92313.83
29	14	1.00001	30658.84	3	2.00000	38152.65	3	1.99999	57677.19	14	1.00000	26026.08	3	1.99999	85505.75
30	7	1.00000	17837.24	3	2.00000	40825.64	3	1.99999	36672.43	7	1.00000	20628.80	3	1.99999	98459.51
31	10	1.00000	84448.94	3	2.00000	56775.66	3	1.43018	71033.37	10	1.00000	20937.72	3	1.99999	107856.50
