Graph Info:	random 2	Number of Vertices	503
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	202	1.71154	2.52	8	1.60714	4.00	6	1.42381	7.44	14	1.62437	5.29	5	1.91954	9.58
1	242	1.23054	1.82	7	1.41706	23.40	4	1.46117	22.01	26	1.42661	44.88	6	1.00394	25.78
2	232	1.24085	4.34	7	1.17949	4.19	5	1.27803	7.90	30	1.07393	6.57	4	1.28378	10.02
3	242	1.23054	1.90	7	1.41706	4.23	4	1.46117	8.59	24	1.41743	5.67	6	1.00394	13.82
4	231	1.22424	1.67	7	1.48780	4.11	5	1.39623	5.50	33	1.40359	4.94	4	1.16667	7.42
5	252	1.41214	4.42	4	1.91379	6.22	4	1.13924	5.81	7	1.94798	37.89	3	1.81111	14.16
6	267	1.12707	5.23	7	1.18884	6.00	5	1.11667	22.88	18	1.15289	24.22	5	1.04839	13.98
7	243	1.22687	1.70	7	1.41706	11.93	4	1.46117	6.20	24	1.41743	5.06	6	1.00394	21.02
8	243	1.35331	7.26	5	1.74595	7.26	4	1.13924	7.58	7	1.71277	3.79	3	1.81111	35.06
9	291	1.05699	2.24	8	1.93678	6.92	5	1.08197	8.70	20	1.87363	10.59	5	1.80663	11.66
10	216	1.15269	6.36	7	1.67016	4.34	5	1.57868	20.95	31	1.48372	5.39	6	1.89205	9.83
11	187	1.05357	1.68	5	1.74595	5.04	4	1.13924	6.91	10	1.68586	4.33	3	1.81111	14.82
12	263	1.05362	1.65	6	1.97661	7.68	6	1.97661	5.40	16	1.88333	4.34	5	1.56566	7.91
13	238	1.40584	1.75	8	1.39906	12.55	6	1.31364	6.04	20	1.37727	8.89	5	1.17094	21.58
14	226	1.15680	1.21	5	1.90286	2.29	3	1.81111	10.65	32	1.80105	3.24	3	1.81111	11.24
15	279	1.05789	1.22	8	1.90341	12.91	4	1.80110	24.57	17	1.81081	2.84	5	1.82222	5.00
16	253	1.41534	1.21	4	1.91379	1.97	4	1.16667	3.69	10	1.93143	2.82	3	1.81111	4.57
17	267	1.12707	0.73	7	1.18884	1.36	5	1.11667	2.33	18	1.15289	2.37	5	1.04839	4.26
18	291	1.05699	1.39	8	1.93678	2.24	5	1.08197	3.47	20	1.87363	2.82	5	1.80663	6.78
19	252	1.13881	1.35	8	1.33333	2.18	4	1.26339	3.16	30	1.33772	4.75	5	1.27803	4.66
20	275	1.11989	3.91	5	1.88636	2.49	3	1.81111	5.32	25	1.77895	2.55	3	1.81111	16.79
21	243	1.33856	3.75	5	1.74595	7.33	4	1.13924	10.78	7	1.71277	3.31	3	1.81111	54.67
22	183	1.61832	3.00	10	1.29018	2.24	8	1.14706	23.06	20	1.25431	12.09	5	1.91954	4.76
23	224	1.28616	0.89	5	1.74595	1.50	4	1.13924	10.03	15	1.53922	2.54	3	1.81111	6.94
24	242	1.23054	0.95	7	1.41706	2.16	4	1.46117	3.11	26	1.42661	2.63	6	1.00394	8.48
25	267	1.12707	0.94	9	1.16949	2.88	7	1.09877	3.60	19	1.15702	3.56	5	1.04839	20.29
26	226	1.15680	4.27	5	1.90286	2.16	3	1.81111	13.96	12	1.92614	8.37	3	1.81111	11.76
27	226	1.15680	1.27	5	1.90286	4.00	3	1.81111	9.31	14	1.88827	9.91	3	1.81111	16.57
28	216	1.15269	2.53	7	1.19828	6.93	5	1.29864	3.75	39	1.76531	2.75	5	1.57868	5.21
29	201	1.09524	0.94	5	1.74595	5.02	4	1.13924	3.01	8	1.62051	4.56	3	1.81111	20.69
30	277	1.00000	0.99	8	1.48058	1.83	5	1.27803	84.18	22	1.37557	2.34	5	1.77596	12.40
31	261	1.12813	1.21	6	1.95930	6.71	4	1.88068	60.25	21	1.83243	2.33	4	1.88068	19.15
