Graph Info:	random 5	Number of Vertices	500003
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	155923	1.21120	2226.39	8	1.51970	3289.97	4	1.44798	4215.44	565	1.51663	8004.33	5	1.03256	7087.13
1	136824	1.39401	1430.78	8	1.82336	4740.51	4	1.41981	4904.41	191	1.82157	7547.56	4	1.08082	6637.87
2	164527	1.39595	1662.98	7	1.93904	2820.99	4	1.17350	4123.49	722	1.92900	5346.75	3	1.16913	6475.21
3	145753	1.38555	1398.51	6	1.47568	4024.26	4	1.47305	4392.61	532	1.47146	5376.62	4	1.16759	8295.89
4	160404	1.38399	2105.76	8	1.50900	4383.36	3	1.16913	5582.48	271	1.50750	5342.75	3	1.16913	8409.72
5	146712	1.40685	1907.63	17	1.83089	4956.60	12	1.79650	5415.34	375	1.82936	6660.16	5	1.07177	9340.31
6	142556	1.10037	2230.64	8	1.34741	5301.93	6	1.39772	5941.56	212	1.34727	7616.84	3	1.27003	9366.22
7	160309	1.42828	2191.28	11	1.62695	3905.25	3	1.16913	4886.51	254	1.62594	5076.58	3	1.27003	9052.22
8	132900	1.28695	1341.92	9	1.97951	2883.80	3	1.27003	4605.32	688	1.97485	5036.31	3	1.16913	6104.64
9	151757	1.46594	1406.32	6	1.47568	4034.71	4	1.47305	6155.75	513	1.47110	4891.02	4	1.16759	6580.60
10	156442	1.20890	1390.47	12	1.93845	3036.88	4	1.44798	4047.14	569	1.93339	5585.78	5	1.04525	7666.41
11	143327	1.09659	1311.12	8	1.34741	3162.47	6	1.39772	3953.25	239	1.34740	5492.99	3	1.27003	6330.38
12	148063	1.24519	1322.39	10	1.96169	2832.51	6	1.01856	3721.88	354	1.95877	4357.73	3	1.16913	6076.88
13	141283	1.35882	1393.74	8	1.82336	2861.71	4	1.41981	3981.02	182	1.82189	4461.00	4	1.08082	5825.42
14	151649	1.21420	1383.26	8	1.48634	3043.06	3	1.16913	3688.24	489	1.48280	4502.56	4	1.88130	5499.86
15	156503	1.41220	1431.96	7	1.19931	3510.87	4	1.47305	4426.67	221	1.19926	5447.96	5	1.61779	6563.41
16	143715	1.09503	1263.35	8	1.34741	2971.75	6	1.39772	3718.00	349	1.34791	4714.82	3	1.27003	7146.24
17	147384	1.08890	1573.22	8	1.80418	2879.74	5	1.78090	4484.83	110	1.80325	5673.73	5	1.39062	6231.38
18	159452	1.34319	1393.04	11	1.06794	3145.55	7	1.71001	3952.86	359	1.06807	5046.10	3	1.16913	6440.66
19	130467	1.44539	1353.13	8	1.82336	2976.25	4	1.41981	4056.99	283	1.81967	4548.36	4	1.08082	6147.57
20	148224	1.08494	1386.15	8	1.80418	3959.19	5	1.78090	3632.39	228	1.80182	4405.01	5	1.39062	5477.50
21	129227	1.46293	1411.58	8	1.82336	2643.94	7	1.46149	6464.22	235	1.82120	5983.90	4	1.08082	6026.98
22	146974	1.40861	1396.32	7	1.19931	2969.32	4	1.47305	3765.72	608	1.20096	4962.60	5	1.61779	6526.97
23	143717	1.09502	1436.30	8	1.34741	5404.07	6	1.39772	4093.29	309	1.34773	4574.02	3	1.27003	7134.05
24	156465	1.49795	1314.09	6	1.47568	2793.78	4	1.47305	3569.06	202	1.47441	4731.03	4	1.16759	8259.14
25	168546	1.16496	1522.63	8	1.82336	2612.93	3	1.16913	3746.65	457	1.81605	4459.73	4	1.08082	5713.99
26	150825	1.43174	1268.68	10	1.94354	2953.87	7	1.61624	5522.30	738	1.93495	6761.44	6	1.43937	6743.36
27	152083	1.08415	1300.92	9	1.94412	2709.16	6	1.61578	3774.06	453	1.93567	4137.77	3	1.16913	5647.74
28	132734	1.31311	1272.44	10	1.99590	2744.09	7	1.43729	3464.35	501	1.98890	5620.14	3	1.27003	6617.37
29	129230	1.46292	1278.55	12	1.98670	2599.03	5	1.61568	3322.02	51	1.98620	4186.12	3	1.27003	5533.09
30	153202	1.04561	1308.68	8	1.82336	2712.99	3	1.16913	3814.01	145	1.82166	4247.41	4	1.08082	7661.92
31	160616	1.38553	1715.79	8	1.48634	2906.17	3	1.16913	3505.33	175	1.48539	4637.08	4	1.88130	5614.41
