Graph Info:	./input_data/grids/5.txt	Number of Vertices	595856
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	2180	1.00005	3971.73	668	1.67365	3777.17	668	1.67365	4660.93	1748	1.22524	8073.01	2226	1.00150	9877.59
1	3634	1.01152	1546.39	728	1.99645	4154.53	669	1.00045	6521.94	2001	1.44183	6065.71	984	1.57265	10529.47
2	3321	1.00440	1841.36	953	1.97907	4201.63	730	1.99323	4305.54	2130	1.38746	4886.39	1685	1.38569	7754.74
3	3408	1.00899	1686.46	672	1.89689	4137.93	669	1.00003	4943.05	1939	1.38455	5517.01	927	1.49892	8053.46
4	2244	1.00709	1377.64	669	1.26566	3772.85	669	1.00025	4498.69	1372	1.11336	5353.59	2242	1.00709	7129.21
5	2402	1.00507	1414.03	669	1.92558	3712.36	669	1.00042	4575.45	1151	1.78381	5154.86	2400	1.00508	7113.56
6	3724	1.00950	1732.22	669	1.99691	4969.69	669	1.58288	4720.20	1948	1.35378	5241.94	797	1.66734	7849.76
7	2208	1.00709	1647.02	669	1.66566	3601.36	669	1.00000	4494.04	1504	1.40150	6176.99	2226	1.00150	8778.44
8	2576	1.00183	1547.03	729	1.99566	3894.88	730	1.98912	4875.56	1768	1.43572	5865.38	2572	1.00184	6977.02
9	2833	1.00834	1754.82	669	1.99672	3821.05	669	1.33002	4685.67	1950	1.35960	5513.12	2829	1.00836	7040.07
10	4004	1.00865	1562.65	1001	1.20827	3893.50	669	1.73103	5146.25	2097	1.10375	5715.35	1337	1.56789	8389.98
11	4000	1.00271	1579.73	980	1.33507	3961.51	669	1.49520	4986.75	2085	1.00270	5797.32	1321	1.74948	8230.86
12	3634	1.01152	1542.86	970	1.66387	3764.29	806	1.99202	4577.68	2128	1.16303	5553.99	1072	1.90757	7876.31
13	3336	1.00849	1686.55	964	1.01907	4086.30	687	1.99578	5274.96	2073	1.05162	5573.21	1303	1.32404	8588.40
14	2214	1.00116	1612.88	668	1.67365	3924.40	668	1.67365	4710.80	1732	1.21069	5641.40	2226	1.00150	6949.25
15	2396	1.00704	1569.54	702	1.54149	3908.98	702	1.53460	4647.48	1068	1.48966	5228.65	2394	1.00703	7073.61
16	2194	1.00504	1586.30	668	1.67365	3758.62	668	1.67365	4554.17	1517	1.41299	5482.46	2226	1.00150	7006.27
17	2804	1.00021	1713.24	909	1.03258	3923.72	804	1.99405	4405.04	1857	1.02569	5766.68	2800	1.00022	7351.18
18	2654	1.00678	1583.97	893	1.63350	3810.56	659	1.75130	5124.70	1935	1.12478	5707.93	2650	1.00677	7057.89
19	2426	1.00803	1598.96	1040	1.00456	4064.23	1039	1.00011	4813.05	2131	1.04141	5955.62	2375	1.00715	7247.88
20	2246	1.00604	1625.42	668	1.67365	3957.18	668	1.67365	4657.91	1979	1.04735	5643.84	2226	1.00150	7074.36
21	2295	1.00379	2582.24	669	1.66566	4091.97	669	1.41025	5028.47	2029	1.12519	5805.41	2226	1.00150	7385.94
22	2428	1.00612	1850.93	749	1.22635	4204.39	748	1.21883	4919.82	1185	1.15785	5895.55	2426	1.00612	7343.52
23	3353	1.00465	1689.31	1038	1.20248	4116.29	849	1.99225	5564.78	2052	1.07094	7489.94	2762	1.00646	7356.89
24	2588	1.00185	1571.86	669	1.99799	3671.19	669	1.10251	4870.20	1716	1.44704	5634.59	2584	1.00187	7019.64
25	2732	1.00675	1562.69	669	1.99689	3774.83	669	1.09982	4718.45	1859	1.29259	5457.80	2728	1.00676	7045.24
26	2724	1.00631	1554.75	906	1.99464	3688.97	906	1.99464	4426.81	2103	1.33938	5304.75	2448	1.00692	6954.60
27	2839	1.00126	1525.74	652	1.99607	3656.02	652	1.81071	4395.51	1927	1.35320	5331.10	2835	1.00125	7060.60
28	2990	1.00143	1567.67	669	1.99749	3743.28	669	1.34309	4682.74	1871	1.27370	5577.86	2986	1.00144	6952.11
29	2141	1.00513	1548.21	669	1.66566	3866.31	669	1.00000	4823.47	1842	1.14202	5650.99	2226	1.00150	7106.06
30	2416	1.00149	1600.11	669	1.66566	3746.47	669	1.00000	4760.05	1575	1.33847	5433.26	2226	1.00150	7134.29
31	3096	1.01020	1609.71	718	1.99545	3724.11	718	1.99545	4538.07	1978	1.50847	5638.17	915	1.59759	7994.38
