Graph Info:	./input_data/grids/2.txt	Number of Vertices	588
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	70	1.04984	5.10	21	1.75566	7.36	21	1.63636	13.64	41	1.56735	8.89	68	1.00612	16.45
1	128	1.19632	5.22	22	1.93269	5.93	22	1.23443	32.41	52	1.47104	6.41	29	1.56017	11.98
2	102	1.30000	2.01	30	1.03960	9.39	28	1.76233	9.63	62	1.04403	7.34	76	1.19142	13.32
3	88	1.08000	2.26	22	1.86385	4.09	22	1.36434	10.63	51	1.42966	7.61	84	1.09346	10.86
4	72	1.07547	3.31	21	1.75566	5.96	21	1.63636	8.60	42	1.56098	15.21	68	1.00612	15.52
5	97	1.05090	5.06	31	1.06333	8.81	23	1.81567	31.28	63	1.00926	12.52	75	1.03374	21.56
6	50	1.01262	3.93	33	1.88837	14.28	22	1.62931	7.67	59	1.46008	6.48	49	1.30797	10.69
7	124	1.13814	2.85	31	1.37165	4.80	22	1.44000	7.75	64	1.11003	7.60	40	1.03896	12.69
8	72	1.03077	8.37	21	1.75566	11.77	21	1.63636	9.48	54	1.18367	13.29	68	1.00612	19.75
9	70	1.04348	2.69	22	1.89100	7.11	22	1.86385	7.64	41	1.77093	9.45	68	1.05000	16.86
10	95	1.12773	1.55	28	1.91943	5.29	22	1.27612	9.24	60	1.42697	5.33	91	1.11526	17.48
11	66	1.05016	2.82	21	1.75566	2.53	21	1.63636	4.89	50	1.43511	4.64	68	1.00612	9.71
12	105	1.12577	1.36	33	1.27473	2.50	27	1.90094	10.94	59	1.06051	5.10	28	1.06711	9.75
13	60	1.04416	1.46	32	1.52033	6.95	22	1.22628	9.81	59	1.25436	6.78	60	1.04416	16.43
14	84	1.23256	6.13	22	1.86385	8.42	22	1.15548	26.14	59	1.40520	22.40	80	1.24916	8.59
15	105	1.26471	1.37	25	1.86449	2.55	22	1.01320	5.16	44	1.49802	4.16	34	1.47809	7.25
16	128	1.19632	1.44	23	1.93750	2.15	22	1.07483	3.96	50	1.49219	5.49	32	1.53061	11.78
17	50	1.01262	5.72	26	1.85581	2.15	22	1.01987	3.67	62	1.47148	4.66	50	1.01262	16.00
18	71	1.11897	3.85	22	1.52066	5.70	22	1.52066	17.95	60	1.36496	15.44	68	1.00612	70.44
19	106	1.02332	6.12	23	1.93750	18.41	22	1.00658	15.86	50	1.46332	12.03	31	1.52653	6.11
20	85	1.06442	14.62	22	1.90476	3.48	22	1.01987	3.54	40	1.51200	10.74	81	1.07764	43.97
21	87	1.08333	1.90	32	1.08754	4.82	32	1.08754	7.15	60	1.03135	12.29	75	1.04000	10.09
22	84	1.12658	28.27	22	1.67544	12.54	22	1.67544	3.34	51	1.43893	3.09	82	1.12025	11.66
23	71	1.07233	1.05	21	1.75566	1.90	21	1.63636	3.28	41	1.56735	3.79	68	1.00612	5.61
24	102	1.30000	1.05	26	1.59072	14.30	26	1.49593	3.37	50	1.32000	3.03	33	1.22581	11.06
25	68	1.06289	1.13	21	1.75566	2.09	21	1.63636	12.12	45	1.52191	24.25	68	1.00612	12.67
26	102	1.30000	20.38	22	1.89100	3.81	22	1.14789	3.79	55	1.42642	11.31	22	1.57384	31.00
27	87	1.08333	3.12	32	1.03279	14.58	25	1.74888	15.65	59	1.01558	5.88	75	1.04000	12.37
28	71	1.07233	10.72	21	1.75566	3.47	24	1.15493	5.74	39	1.62343	6.24	68	1.00612	18.76
29	66	1.13029	1.85	22	1.52066	7.92	22	1.52066	20.58	49	1.28315	13.36	68	1.00612	71.95
30	95	1.12773	1.00	28	1.91943	4.48	22	1.27612	13.82	60	1.42697	2.96	91	1.11526	12.79
31	97	1.14734	1.21	29	1.92417	2.43	21	1.88626	3.89	60	1.50193	5.37	93	1.16190	7.82
