Graph Info:	./input_data/grids/4.txt	Number of Vertices	59502
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	976	1.02281	160.10	292	1.12525	341.06	292	1.11803	373.51	639	1.00711	513.03	372	1.40583	1310.32
1	1238	1.01774	180.72	326	1.46307	315.82	241	1.98849	418.72	631	1.13222	435.70	411	1.81533	640.33
2	1368	1.04330	121.78	324	1.61306	317.70	202	1.94079	413.39	625	1.24816	440.89	423	1.23551	801.86
3	770	1.01424	131.03	211	1.68240	305.01	211	1.66981	362.42	480	1.42940	422.04	700	1.01419	557.05
4	998	1.01150	163.27	292	1.20106	322.02	292	1.19355	360.36	644	1.06503	421.34	366	1.47706	638.75
5	719	1.00429	126.85	211	1.68240	325.44	211	1.66981	428.07	454	1.51198	516.20	700	1.01419	561.49
6	816	1.00980	136.11	211	1.68240	301.34	268	1.00087	375.56	523	1.26800	450.90	700	1.01419	527.33
7	839	1.01755	118.15	232	1.99014	307.93	232	1.99014	355.38	575	1.37740	403.65	835	1.01742	541.08
8	875	1.01284	163.37	240	1.98904	356.02	240	1.98904	367.35	595	1.32673	407.72	871	1.01270	535.28
9	696	1.01533	123.96	212	1.65726	309.27	212	1.65726	357.85	469	1.41867	437.56	700	1.01419	539.37
10	696	1.01763	122.01	212	1.65726	310.20	212	1.65726	345.62	479	1.40704	420.12	700	1.01419	524.91
11	748	1.01404	118.80	326	1.01618	360.48	326	1.01618	407.12	662	1.05724	439.43	739	1.01434	562.39
12	784	1.02234	123.92	211	1.68240	313.94	211	1.66981	338.74	509	1.30963	415.43	700	1.01419	573.41
13	1216	1.01146	141.54	315	1.32516	303.44	314	1.30843	366.77	674	1.03325	421.98	387	1.59069	615.72
14	871	1.01250	119.89	212	1.98794	300.73	212	1.27179	367.11	611	1.36330	522.69	867	1.01264	533.40
15	704	1.01925	117.02	211	1.69354	310.68	212	1.00221	357.19	429	1.48542	407.07	702	1.01932	538.04
16	859	1.00302	121.42	244	1.98178	308.63	244	1.32348	433.52	563	1.43306	420.64	855	1.00289	532.09
17	744	1.02358	119.02	211	1.68240	311.18	211	1.66981	335.25	483	1.38272	421.25	700	1.01419	528.34
18	842	1.01705	125.98	206	1.98899	312.75	206	1.98779	608.88	571	1.28884	422.53	838	1.01718	528.33
19	774	1.01464	119.61	226	1.49428	308.21	226	1.47372	356.44	476	1.40547	411.70	772	1.01471	542.48
20	726	1.01236	118.91	211	1.68240	314.48	211	1.66981	348.03	484	1.30644	433.75	700	1.01419	545.08
21	726	1.02155	119.90	212	1.65726	320.15	212	1.65726	352.69	463	1.42371	408.52	700	1.01419	521.96
22	664	1.02035	121.68	211	1.68240	292.14	211	1.66981	434.13	559	1.25887	412.06	700	1.01419	532.60
23	1002	1.01479	119.27	288	1.34223	320.86	288	1.33400	364.19	642	1.02546	423.70	355	1.63664	606.65
24	500	1.01342	119.79	294	1.98353	305.36	212	1.00161	413.62	667	1.46979	393.57	500	1.01342	520.35
25	697	1.01496	138.49	211	1.68240	297.70	211	1.66981	351.08	479	1.42514	410.87	700	1.01419	530.88
26	744	1.02358	119.82	211	1.71769	311.23	212	1.00060	355.88	481	1.56502	471.83	742	1.02365	615.42
27	1136	1.02329	127.12	243	1.99174	285.85	212	1.00067	377.33	519	1.55029	413.26	396	1.56435	593.91
28	702	1.01891	116.55	212	1.86357	298.22	212	1.86357	345.76	443	1.60110	391.00	700	1.01898	534.29
29	1082	1.01691	158.30	236	1.99124	288.27	212	1.00255	369.51	547	1.56883	403.15	307	1.57055	592.48
30	940	1.00631	119.93	212	1.99108	299.66	212	1.49099	354.24	588	1.28072	395.94	936	1.00644	543.88
31	734	1.00073	125.10	211	1.68240	303.03	209	1.74698	446.40	527	1.26038	460.23	700	1.01419	527.54
