Graph Info:	sphere_Cube	Number of Vertices	236198
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	101798	1.04873	675.65	13	1.00858	2211.90	7	1.05714	1670.32	24	1.00847	2112.40	6	1.00000	2370.25
1	99608	1.67515	664.11	12	1.06622	1391.64	6	1.00000	1667.61	324	1.06479	2004.47	8	1.00002	2781.54
2	91897	1.54097	622.69	12	1.43747	1327.72	6	1.39998	1678.92	492	1.43531	1919.97	11	1.18183	2674.01
3	99572	1.67563	639.92	12	1.02597	1366.46	6	1.00000	1648.58	324	1.02540	2084.89	8	1.00002	2826.20
4	91897	1.54097	630.12	12	1.43747	1344.36	6	1.00000	1663.93	501	1.43510	1982.42	11	1.18183	2699.27
5	91909	1.54106	685.46	12	1.06622	1420.79	6	1.00000	1720.07	468	1.06346	2022.48	10	1.00003	2833.98
6	99212	1.68045	645.00	14	1.03249	1364.90	8	1.05932	1662.62	396	1.03298	2127.17	10	1.00003	2873.33
7	101762	1.04896	669.25	9	1.99991	1217.85	7	1.42695	1752.97	69	1.99888	1913.92	6	1.00000	2226.54
8	96832	1.23988	640.02	17	1.04763	1381.56	11	1.02111	1656.46	484	1.04811	1987.09	16	1.66646	2815.48
9	99572	1.67563	643.19	14	1.04592	1356.12	8	1.01939	1673.61	348	1.04462	2126.85	10	1.00003	2748.21
10	96832	1.23988	650.15	13	1.04515	1369.67	7	1.01869	1628.52	406	1.04604	2025.13	12	1.66654	2806.68
11	92083	1.54241	671.51	12	1.43747	1290.91	6	1.00000	1665.59	468	1.43566	1963.09	11	1.18183	2648.21
12	91279	1.53548	607.74	12	1.06622	1381.00	6	1.00000	1651.95	540	1.06279	2042.89	10	1.00003	2740.45
13	107450	1.01470	651.79	13	1.04664	1358.23	7	1.01869	1697.40	62	1.04613	1985.76	6	1.00000	2360.69
14	96832	1.23988	644.18	13	1.04515	1388.79	7	1.01869	1724.92	396	1.04613	2018.57	12	1.66654	2841.02
15	107450	1.01470	651.34	13	1.04664	1365.73	7	1.01869	1664.83	406	1.04526	2089.00	6	1.00000	2323.17
16	91279	1.53548	631.37	12	1.43747	1240.13	6	1.00000	1693.15	540	1.43460	1955.08	11	1.18183	2689.59
17	101798	1.04873	627.69	13	1.08463	1354.71	7	1.05714	1627.30	24	1.08450	2072.11	6	1.00000	2331.02
18	98224	1.25033	605.88	13	1.05965	1313.05	7	1.00619	1702.57	204	1.05895	1957.43	12	1.66654	2818.72
19	101798	1.04873	667.42	13	1.00858	1404.76	7	1.05714	1702.24	38	1.00830	2099.55	6	1.00000	2420.35
20	92131	1.54278	614.43	12	1.06622	1419.61	6	1.00000	1709.66	445	1.06372	2187.96	10	1.00003	2787.95
21	107450	1.01470	643.72	9	1.99991	1206.06	7	1.42695	1771.45	401	1.99473	1843.36	6	1.00000	2259.99
22	89617	1.51560	643.92	12	1.06622	1366.89	6	1.00000	1647.12	729	1.06066	1974.05	10	1.00003	2791.64
23	92131	1.54278	631.08	12	1.43747	1255.62	6	1.00000	1724.26	445	1.43608	1959.91	11	1.18183	2651.86
24	101762	1.04896	625.48	13	1.03037	1348.17	7	1.05714	1658.05	38	1.03058	2078.79	6	1.00000	2326.78
25	101762	1.04896	625.51	13	1.08463	1363.07	7	1.05714	1674.09	62	1.08408	1983.87	6	1.00000	2287.18
26	101762	1.04896	619.85	15	1.09360	1379.38	9	1.06588	1637.28	120	1.09368	1967.47	6	1.00000	2351.14
27	90001	1.51856	668.10	11	1.99990	1268.81	8	1.32534	1763.81	538	1.99446	1952.36	12	1.40002	2723.81
28	107450	1.01470	656.31	17	1.99986	1217.30	11	1.36384	1754.97	71	1.95214	1962.88	6	1.00000	2232.94
29	90001	1.51856	630.62	12	1.43747	1229.98	6	1.00000	1696.83	540	1.43460	1889.74	11	1.18183	2696.95
30	101798	1.04873	635.71	15	1.08562	1341.89	9	1.05811	1681.32	38	1.08560	1942.94	6	1.00000	2338.04
31	96832	1.23988	655.87	13	1.46745	1325.68	7	1.01869	1760.18	405	1.46454	1927.26	6	1.39998	2705.03
