Graph Info:	sphere_Tetrahedron	Number of Vertices	13124
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	7058	1.12442	35.33	9	1.86997	65.89	5	1.76866	81.41	86	1.83842	85.08	5	1.39974	124.55
1	5788	1.86719	35.33	5	1.99886	67.91	5	1.76866	87.12	10	1.99726	148.50	4	1.00000	100.92
2	5788	1.86719	25.35	5	1.99886	56.13	4	1.99931	75.53	10	1.99726	69.01	4	1.00000	112.00
3	5830	1.78244	29.67	12	1.85876	55.81	8	1.75824	63.70	33	1.85401	74.52	6	1.13149	154.37
4	5830	1.78244	48.46	5	1.99886	98.36	4	1.99931	71.02	32	1.98932	74.86	4	1.00000	105.73
5	7074	1.18735	24.43	5	1.99886	49.70	5	1.39974	73.76	7	1.99795	77.68	5	1.00046	97.23
6	5804	1.87223	25.89	5	1.99886	62.57	5	1.76866	75.95	10	1.99726	111.05	4	1.00000	132.12
7	6142	1.60563	32.23	7	1.99863	58.63	5	1.97171	69.45	54	1.98550	70.54	5	1.91820	111.41
8	5788	1.86719	28.48	8	1.99817	54.99	6	1.97261	70.04	11	1.99681	72.86	6	1.01103	115.88
9	5750	1.84333	25.09	5	1.99886	61.43	5	1.76866	81.58	32	1.99272	96.44	4	1.00000	129.27
10	6142	1.60563	25.84	5	1.99886	51.76	5	1.76866	67.35	56	1.98663	76.39	4	1.00000	115.78
11	6840	1.21822	26.34	5	1.99886	52.58	4	1.99931	76.94	65	1.98124	72.27	5	1.00046	99.20
12	6852	1.21660	24.65	5	1.99886	57.10	4	1.99931	75.31	10	1.99726	72.13	5	1.00046	118.46
13	6002	1.55764	28.24	7	1.99863	53.99	5	1.91820	63.97	112	1.97305	75.02	5	1.76866	115.76
14	7252	1.23519	25.53	7	1.99863	49.65	5	1.97171	67.94	81	1.96542	74.97	5	1.91820	106.95
15	6852	1.21660	25.23	5	1.99886	51.77	4	1.99931	64.85	32	1.98932	63.99	5	1.00046	112.68
16	5804	1.87223	24.10	5	1.99886	69.40	4	1.99931	142.39	10	1.99726	82.98	4	1.00000	100.74
17	5806	1.87253	23.65	5	1.99886	56.13	4	1.99931	69.19	7	1.99795	63.82	4	1.00000	110.78
18	7010	1.11937	30.85	11	1.78697	54.61	7	1.70686	66.60	104	1.76043	80.69	5	1.39974	119.54
19	5780	1.86598	26.83	5	1.99886	55.62	4	1.99931	75.22	16	1.99658	88.74	4	1.00000	113.36
20	7010	1.11937	29.65	13	1.99795	49.24	9	1.73604	62.19	106	1.97303	72.41	5	1.39974	123.86
21	5830	1.78244	25.74	12	1.87944	52.22	8	1.77750	111.40	33	1.87899	71.14	5	1.11758	113.99
22	5762	1.76758	28.67	9	1.99840	52.66	6	1.89207	62.98	66	1.98349	72.71	6	1.07687	117.22
23	5790	1.86750	23.41	5	1.99886	48.14	4	1.99931	87.82	7	1.99795	72.34	4	1.00000	111.04
24	5750	1.84333	39.56	5	1.99886	60.27	5	1.76866	63.33	29	1.99204	65.05	4	1.00000	109.53
25	7074	1.18735	26.99	5	1.99886	48.91	4	1.99931	66.04	7	1.99795	76.88	5	1.00046	111.06
26	5780	1.86598	23.49	5	1.99886	47.58	5	1.76866	66.44	16	1.99658	70.08	4	1.00000	99.55
27	5762	1.76758	23.48	5	1.99886	53.77	4	1.99931	74.36	66	1.98214	64.85	4	1.00000	100.37
28	7052	1.12379	26.94	7	1.99863	54.18	5	1.76866	67.46	90	1.98015	73.83	5	1.39974	108.22
29	7058	1.12442	24.76	10	1.54288	56.10	5	1.76866	69.55	83	1.52911	79.07	6	1.00000	108.99
30	6142	1.60563	28.37	7	1.99863	51.13	5	1.97171	63.17	54	1.98550	67.98	5	1.91820	109.32
31	5750	1.84333	27.79	5	1.99886	47.89	5	1.76866	59.52	32	1.99272	62.87	4	1.00000	108.57
