Graph Info:	sphere_Cube	Number of Vertices	78734
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	32443	1.24265	741.87	13	1.07792	378.49	8	1.05063	451.47	118	1.07642	580.81	13	1.00013	758.48
1	34014	1.28466	174.93	12	1.04663	390.44	7	1.01869	444.06	17	1.04644	526.35	6	1.00000	663.32
2	33061	1.25675	177.45	13	1.04447	363.25	8	1.02079	446.57	70	1.04351	539.67	12	1.00015	786.39
3	36288	1.21111	180.74	14	1.45069	359.74	9	1.41284	428.01	37	1.45049	515.24	6	1.00000	654.65
4	31889	1.52622	177.61	15	1.07382	363.59	10	1.00714	456.82	36	1.07377	534.24	12	1.00015	774.26
5	33247	1.26051	186.47	15	1.42708	355.07	10	1.38995	421.63	36	1.42645	506.20	15	1.18196	727.11
6	34014	1.28466	187.38	12	1.00857	371.79	7	1.05714	438.14	14	1.00847	536.47	6	1.00000	644.97
7	36288	1.21111	189.51	12	1.46520	361.41	7	1.42691	426.12	236	1.46373	499.96	6	1.00000	624.96
8	33061	1.25675	180.14	15	1.52781	354.10	10	1.02048	460.04	69	1.52752	503.69	14	1.18199	729.69
9	34014	1.28466	171.67	16	1.03773	356.68	11	1.06468	441.30	37	1.03769	520.43	6	1.00000	649.75
10	34014	1.28466	174.25	12	1.41227	338.47	7	1.05714	450.08	37	1.41089	497.76	6	1.00000	612.36
11	31889	1.52622	184.14	11	1.02596	349.10	6	1.00000	437.35	16	1.02578	527.61	8	1.00005	728.92
12	34678	1.02326	181.47	12	1.02385	351.49	7	1.00206	423.75	59	1.02319	534.71	12	1.66628	740.24
13	34210	1.01491	173.51	12	1.00714	359.11	7	1.01869	421.88	236	1.00396	502.54	12	1.66628	750.55
14	34210	1.01491	178.98	12	1.46737	352.86	7	1.01869	430.04	203	1.46316	490.02	6	1.39995	707.67
15	33247	1.26051	172.46	11	1.43740	340.36	6	1.39995	419.71	34	1.43630	489.12	11	1.18185	723.06
16	34594	1.02176	171.44	14	1.02291	353.54	9	1.00298	436.03	140	1.02049	514.01	14	1.66617	763.11
17	34014	1.28466	172.36	12	1.08461	350.37	7	1.05714	446.69	17	1.08441	511.95	6	1.00000	616.31
18	34678	1.02326	177.67	12	1.02807	361.99	7	1.00206	493.49	59	1.02824	542.62	12	1.66628	746.90
19	34014	1.28466	191.17	12	1.00857	360.61	7	1.05714	434.43	17	1.00839	513.42	6	1.00000	630.71
20	34594	1.02176	174.64	12	1.50552	346.92	7	1.00619	423.78	138	1.50395	485.36	6	1.39995	717.66
21	34210	1.01491	173.97	12	1.46737	359.72	7	1.01869	430.80	213	1.46271	497.24	6	1.39995	727.33
22	31889	1.52622	172.43	11	1.02596	353.33	6	1.00000	435.63	16	1.02578	501.81	8	1.00005	752.68
23	34210	1.01491	174.67	12	1.46737	347.97	7	1.01869	433.41	280	1.45943	485.28	6	1.39995	733.54
24	32527	1.24434	175.16	15	1.41509	337.77	10	1.05507	444.40	60	1.41522	508.49	14	1.18199	718.04
25	34594	1.02176	174.55	12	1.03231	356.52	7	1.00619	425.76	107	1.03288	509.50	12	1.66628	739.68
26	32527	1.24434	179.04	13	1.08237	350.80	8	1.05496	422.54	60	1.08163	605.04	13	1.00013	785.13
27	33295	1.26148	177.93	11	1.06620	356.18	6	1.00000	429.43	13	1.06609	534.34	10	1.00010	743.43
28	34014	1.28466	175.97	12	1.03037	361.15	7	1.05714	424.62	14	1.03042	524.04	6	1.00000	631.94
29	31937	1.52731	176.76	11	1.02596	367.84	6	1.00000	429.02	16	1.02578	509.07	8	1.00005	747.65
30	31715	1.52224	172.85	11	1.06620	351.91	6	1.00000	436.37	34	1.06550	506.59	8	1.00005	736.18
31	34210	1.01491	173.85	12	1.52504	333.99	7	1.01869	442.88	37	1.52350	500.32	6	1.39995	712.54
