Graph Info:	sphere_Tetrahedron	Number of Vertices	164
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	104	1.43636	0.29	5	1.91379	0.44	4	1.94737	7.84	13	1.76563	1.24	4	1.00000	4.03
1	83	1.57292	0.43	6	1.78689	1.05	5	1.72581	3.45	15	1.63235	1.83	5	1.38028	1.80
2	81	1.78409	0.46	6	1.88136	0.75	5	1.86441	2.83	9	1.79032	3.26	5	1.72581	2.84
3	82	1.86047	0.90	5	1.91379	1.45	5	1.91379	1.26	5	1.86441	2.75	5	1.86441	3.83
4	94	1.58000	0.50	5	1.91379	4.60	5	1.91379	9.82	11	1.69231	7.99	5	1.86441	3.44
5	104	1.43636	0.49	5	1.91379	1.48	4	1.94737	9.01	13	1.76563	1.04	4	1.00000	1.63
6	81	1.78409	0.41	6	1.88136	0.70	5	1.86441	1.70	9	1.79032	3.40	5	1.72581	8.03
7	92	1.09836	0.43	7	1.89831	1.09	6	1.83333	4.04	7	1.85000	3.40	4	1.00000	3.28
8	81	1.78409	0.41	6	1.88136	1.80	5	1.86441	2.10	9	1.79032	1.16	5	1.72581	1.92
9	92	1.61224	1.59	8	1.73016	1.13	6	1.65625	1.18	16	1.57143	1.11	6	1.23684	1.70
10	104	1.43636	0.43	8	1.77419	0.78	6	1.69841	1.17	13	1.64179	4.19	6	1.15190	1.11
11	92	1.61224	0.27	6	1.88136	0.41	5	1.86441	0.69	15	1.63235	1.19	5	1.72581	1.03
12	109	1.37391	0.27	5	1.91379	0.42	4	1.94737	0.74	11	1.82258	0.69	4	1.00000	1.02
13	83	1.57292	0.27	6	1.78689	0.45	5	1.72581	0.67	15	1.63235	0.70	5	1.38028	1.05
14	104	1.43636	0.26	5	1.91379	0.42	4	1.94737	0.71	13	1.76563	0.64	4	1.00000	1.03
15	92	1.09836	0.27	8	1.68750	0.42	6	1.83333	0.74	8	1.64615	0.70	5	1.38028	1.06
16	81	1.78409	0.27	6	1.88136	0.42	5	1.86441	0.67	9	1.79032	0.69	5	1.72581	1.01
17	104	1.43636	0.27	5	1.91379	0.41	5	1.72581	0.66	13	1.76563	0.68	4	1.00000	1.04
18	92	1.61224	0.26	5	1.91379	0.42	4	1.94737	0.74	16	1.72727	0.66	4	1.00000	4.85
19	92	1.09836	0.27	5	1.91379	0.41	4	1.94737	0.75	7	1.85000	0.68	5	1.03614	1.03
20	92	1.09836	0.27	7	1.89831	0.41	6	1.83333	0.82	7	1.85000	1.06	4	1.00000	1.64
21	92	1.09836	0.27	8	1.81967	0.42	6	1.74194	11.71	8	1.81967	0.69	5	1.03614	1.05
22	104	1.43636	0.27	7	1.89831	0.42	6	1.83333	0.66	13	1.76563	0.65	6	1.07317	0.98
23	94	1.58000	0.25	5	1.91379	0.38	5	1.72581	0.64	13	1.76563	0.63	4	1.00000	0.95
24	92	1.61224	0.24	5	1.91379	0.40	4	1.94737	0.79	16	1.72727	0.63	4	1.00000	0.99
25	92	1.09836	0.25	8	1.68750	0.40	6	1.83333	0.71	8	1.64615	0.67	5	1.38028	1.04
26	94	1.58000	0.25	5	1.91379	0.38	5	1.91379	0.67	11	1.69231	0.64	5	1.86441	1.17
27	94	1.58000	0.26	5	1.91379	16.78	5	1.91379	1.22	11	1.69231	0.69	5	1.86441	1.06
28	83	1.57292	0.26	6	1.78689	0.42	5	1.72581	0.84	15	1.63235	2.30	5	1.38028	12.63
29	104	1.43636	0.28	7	1.89831	0.41	6	1.83333	0.95	13	1.76563	1.49	6	1.07317	2.34
30	92	1.09836	0.52	8	1.68750	5.33	6	1.83333	2.61	8	1.64615	0.70	5	1.38028	7.76
31	94	1.58000	1.83	5	1.91379	0.44	5	1.72581	0.70	13	1.76563	0.67	4	1.00000	1.04
