Graph Info:	sphere_Tetrahedron	Number of Vertices	354296
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	182208	1.34790	1334.80	11	1.99993	2052.84	7	1.96953	4466.22	904	1.98671	3013.65	5	1.39999	4140.12
1	171882	1.10682	1034.62	11	1.99993	1945.27	7	1.88996	2455.02	106	1.99904	2948.16	5	1.76921	4117.71
2	142020	1.55991	966.82	9	1.99994	1967.11	6	1.76134	2568.78	200	1.99823	2957.29	5	1.11764	4158.18
3	184380	1.03788	1009.29	5	1.99996	2009.40	5	1.76921	2456.02	10	1.99990	2898.62	4	1.00000	4008.52
4	184332	1.03770	1075.16	5	1.99996	2001.00	4	1.99997	2774.92	32	1.99973	2937.86	4	1.00000	4114.09
5	177558	1.07579	1292.20	5	1.99996	2382.46	4	1.99997	3131.26	201	1.99801	3085.54	4	1.00000	4369.54
6	144690	1.60122	1029.13	9	1.99994	2102.66	6	1.91597	2711.84	116	1.99859	2984.62	6	1.07692	4127.26
7	183612	1.03469	1045.74	5	1.99996	2006.64	4	1.99997	3111.25	56	1.99953	4447.47	4	1.00000	3948.64
8	178188	1.00459	1026.95	5	1.99996	1911.26	4	1.99997	2736.35	57	1.99948	2816.95	4	1.00000	3845.68
9	140628	1.55179	993.31	13	1.99992	2330.54	8	1.88985	3202.52	474	1.99483	4130.94	5	1.03774	4682.65
10	177960	1.38108	1123.71	7	1.99995	1920.17	5	1.91889	2338.34	500	1.99204	2788.09	5	1.76921	3989.74
11	184380	1.03788	1078.15	5	1.99996	1940.07	4	1.99997	3027.76	7	1.99992	3308.42	4	1.00000	4374.92
12	177924	1.38130	1015.24	13	1.98403	1920.55	7	1.89187	2282.59	572	1.97501	2810.75	5	1.76921	4051.04
13	181866	1.02533	1032.65	5	1.99996	1903.81	5	1.76921	2518.78	231	1.99877	2975.72	4	1.00000	3820.49
14	144690	1.60122	950.62	5	1.99996	1828.45	4	1.99997	2585.55	104	1.99940	3156.52	5	1.00002	3899.36
15	183528	1.03438	1134.52	5	1.99996	2063.75	4	1.99997	2784.14	114	1.99918	2783.54	4	1.00000	3775.76
16	182250	1.02678	1018.95	5	1.99996	1855.13	5	1.76921	2327.12	137	1.99909	2848.08	4	1.00000	3749.14
17	183528	1.03438	983.23	5	1.99996	1828.47	4	1.99997	2600.26	105	1.99941	2884.81	4	1.00000	3789.02
18	178188	1.00459	1002.60	5	1.99996	2149.41	4	1.99997	3492.30	67	1.99934	3795.03	4	1.00000	4292.56
19	179580	1.00118	1004.79	9	1.99994	1856.60	6	1.77712	2603.54	210	1.99816	2795.85	6	1.10389	3888.35
20	171882	1.10682	993.02	13	1.99992	1902.23	9	1.90693	2684.16	118	1.98826	2797.80	5	1.39999	3865.12
21	178188	1.00459	1004.53	5	1.99996	1980.00	5	1.76921	2311.81	57	1.99948	2836.19	4	1.00000	3878.30
22	184332	1.03770	959.69	5	1.99996	1844.83	5	1.76921	2328.47	32	1.99973	2810.31	4	1.00000	3814.24
23	178188	1.00459	1013.36	16	1.89305	1872.03	10	1.78961	2309.06	61	1.89259	2796.12	5	1.11764	3970.99
24	140628	1.55179	1115.76	9	1.99994	2040.75	6	1.89283	2794.86	60	1.99948	3035.40	5	1.03774	3882.54
25	140628	1.55179	958.54	11	1.87111	1876.98	6	1.79308	3281.80	474	1.86403	2745.98	5	1.39999	3934.56
26	146052	1.61322	1049.37	5	1.99996	1891.93	4	1.99997	3395.23	56	1.99950	3439.95	5	1.00002	4636.96
27	146598	1.61656	1033.67	5	1.99996	1836.80	4	1.99997	3033.55	30	1.99971	2848.91	5	1.00002	3947.98
28	182208	1.34790	1079.65	7	1.99995	1960.49	5	1.97245	2417.10	499	1.99198	2875.78	5	1.91889	4511.85
29	183528	1.03438	1034.35	5	1.99996	1955.90	5	1.76921	2406.86	137	1.99909	2895.29	4	1.00000	3997.08
30	182208	1.34790	1094.40	7	1.99995	2003.11	5	1.97245	2834.55	826	1.98480	3096.61	5	1.39999	4122.16
31	176166	1.08225	1454.42	11	1.99993	2004.69	7	1.96841	2760.60	69	1.99571	2941.70	5	1.39999	4014.73
