Graph Info:	sphere_Tetrahedron	Number of Vertices	39368
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	19632	1.55943	107.08	11	1.52349	213.39	6	1.74555	257.64	115	1.51998	295.63	6	1.15996	461.34
1	19986	1.03910	81.46	5	1.99962	152.14	5	1.39991	190.60	66	1.99423	215.52	5	1.00015	494.69
2	18668	1.40414	81.95	12	1.88203	159.55	7	1.77954	190.70	35	1.88118	221.43	5	1.39991	322.01
3	19632	1.55943	93.42	5	1.99962	156.42	4	1.99977	212.19	136	1.99205	221.20	4	1.00000	312.07
4	17970	1.72649	81.24	11	1.79641	162.74	6	1.69981	197.12	202	1.78388	223.98	6	1.24994	336.90
5	18716	1.40613	89.82	7	1.99954	170.44	5	1.76904	347.41	9	1.99924	290.48	5	1.39991	442.06
6	19632	1.55943	164.17	5	1.99962	686.27	4	1.99977	269.33	115	1.99318	240.89	4	1.00000	367.64
7	20484	1.50008	86.46	5	1.99962	170.94	5	1.76904	234.84	7	1.99931	238.30	4	1.00000	396.12
8	20484	1.50008	92.10	5	1.99962	193.48	5	1.76904	212.12	7	1.99931	276.15	4	1.00000	552.76
9	20220	1.04713	195.25	5	1.99962	170.93	4	1.99977	362.09	7	1.99931	312.15	5	1.00015	418.62
10	20220	1.04713	222.97	5	1.99962	168.85	5	1.39991	355.19	7	1.99931	276.95	5	1.00015	417.54
11	18354	1.69553	165.48	7	1.99954	218.53	5	1.97222	213.80	102	1.99151	249.27	5	1.91868	494.10
12	17970	1.72649	138.94	5	1.99962	292.55	5	1.76904	205.71	33	1.99627	263.33	4	1.00000	535.98
13	18668	1.40414	85.70	10	1.87074	262.98	5	1.76904	196.79	35	1.86651	256.85	5	1.39991	617.63
14	19632	1.55943	96.39	5	1.99962	185.40	4	1.99977	262.15	136	1.99137	244.38	4	1.00000	363.73
15	17970	1.72649	83.68	13	1.79278	193.76	8	1.69643	211.42	22	1.79203	286.46	6	1.24994	348.33
16	20250	1.51489	84.20	5	1.99962	211.66	4	1.99977	245.95	65	1.99347	266.63	4	1.00000	361.82
17	19368	1.01537	87.16	5	1.99962	176.00	5	1.39991	224.80	137	1.99190	248.37	5	1.00015	363.52
18	20484	1.50008	83.99	5	1.99962	174.10	4	1.99977	264.63	10	1.99909	241.68	4	1.00000	370.18
19	18716	1.40613	83.08	7	1.99954	181.48	5	1.76904	239.50	9	1.99924	251.13	5	1.39991	355.68
20	20172	1.04549	83.50	12	1.99901	198.68	8	1.98688	229.23	33	1.98787	253.23	6	1.00826	369.46
21	20436	1.50310	92.16	5	1.99962	177.03	4	1.99977	250.74	32	1.99643	263.10	4	1.00000	408.69
22	20220	1.04713	94.90	5	1.99962	209.69	4	1.99977	238.62	7	1.99931	241.76	5	1.00015	359.29
23	20436	1.50310	86.27	5	1.99962	207.88	4	1.99977	241.50	32	1.99757	254.58	4	1.00000	351.08
24	20484	1.50008	110.14	5	1.99962	185.57	5	1.76904	210.36	7	1.99931	268.50	4	1.00000	357.43
25	18354	1.69553	84.23	7	1.99954	181.12	5	1.97222	219.96	102	1.99151	276.78	5	1.91868	364.42
26	18716	1.40613	85.91	10	1.85327	170.63	5	1.76904	249.15	12	1.85280	243.41	5	1.39991	376.65
27	18716	1.40613	82.44	10	1.87074	183.43	5	1.76904	202.75	12	1.87026	274.79	5	1.39991	357.69
28	20484	1.50008	94.17	5	1.99962	177.78	5	1.76904	199.99	10	1.99909	271.25	4	1.00000	355.45
29	20172	1.04549	97.64	5	1.99962	176.00	4	1.99977	248.00	32	1.99757	237.63	5	1.00015	365.67
30	20484	1.50008	86.16	5	1.99962	180.71	4	1.99977	261.71	7	1.99931	239.60	4	1.00000	362.38
31	18716	1.40613	83.49	10	1.87074	179.32	5	1.76904	223.93	15	1.86985	242.01	5	1.39991	365.47
