Graph Info:	sphere_Tetrahedron	Number of Vertices	20
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	12	1.46154	0.09	5	1.50000	0.14	4	1.66667	0.22	5	1.50000	0.22	4	1.00000	0.35
1	13	1.53846	0.07	5	1.50000	0.13	4	1.66667	0.21	5	1.50000	0.22	5	1.08333	0.35
2	14	1.12500	0.07	5	1.50000	0.13	5	1.50000	0.27	7	1.07692	0.22	5	1.27273	0.35
3	14	1.12500	0.07	5	1.50000	0.14	5	1.50000	0.20	7	1.07692	0.23	5	1.27273	0.34
4	12	1.46154	0.07	5	1.50000	0.13	4	1.66667	0.21	5	1.50000	0.21	4	1.00000	0.34
5	14	1.12500	0.08	5	1.50000	0.12	5	1.50000	0.19	7	1.25000	0.20	5	1.27273	0.33
6	14	1.12500	0.07	5	1.50000	0.17	5	1.50000	0.19	7	1.25000	0.20	5	1.27273	0.36
7	14	1.12500	0.07	5	1.50000	0.13	5	1.50000	0.21	7	1.25000	0.22	5	1.27273	1.43
8	13	1.53846	1.98	5	1.50000	0.17	4	1.66667	0.26	5	1.50000	0.23	5	1.08333	0.49
9	14	1.12500	0.08	6	1.36364	0.14	5	1.50000	0.24	7	1.07692	0.24	6	1.00000	0.36
10	14	1.12500	0.07	5	1.50000	0.13	5	1.50000	0.20	7	1.07692	0.22	5	1.27273	0.33
11	12	1.46154	0.08	5	1.50000	0.14	4	1.66667	0.40	5	1.50000	0.24	4	1.00000	0.35
12	14	1.12500	0.07	5	1.50000	0.14	5	1.50000	0.22	7	1.25000	0.22	5	1.27273	0.33
13	14	1.12500	0.07	5	1.50000	0.27	5	1.50000	0.32	7	1.25000	0.26	5	1.27273	0.39
14	14	1.12500	0.10	5	1.50000	0.15	5	1.50000	0.23	7	1.25000	0.24	5	1.27273	0.49
15	14	1.12500	0.08	5	1.50000	0.13	5	1.50000	0.18	7	1.25000	0.22	5	1.27273	2.18
16	13	1.53846	0.08	5	1.50000	0.14	4	1.66667	0.19	5	1.50000	0.21	5	1.08333	0.36
17	12	1.46154	0.08	5	1.50000	0.14	4	1.66667	0.18	5	1.50000	0.22	4	1.00000	0.32
18	14	1.12500	0.07	6	1.36364	0.14	5	1.50000	0.18	7	1.07692	0.22	6	1.00000	0.35
19	13	1.53846	0.07	5	1.50000	0.13	4	1.66667	0.19	5	1.50000	0.21	5	1.08333	0.33
20	14	1.12500	0.08	5	1.50000	0.13	5	1.50000	0.18	7	1.25000	0.22	5	1.27273	0.34
21	14	1.12500	0.07	5	1.50000	0.12	5	1.50000	0.16	7	1.25000	0.19	5	1.27273	0.30
22	14	1.12500	0.07	6	1.36364	2.63	5	1.50000	0.21	7	1.07692	0.23	6	1.00000	0.68
23	14	1.12500	0.12	6	1.36364	0.14	5	1.50000	0.19	7	1.07692	0.22	6	1.00000	0.32
24	14	1.12500	0.07	5	1.50000	0.14	5	1.50000	0.19	7	1.07692	0.23	5	1.27273	0.32
25	14	1.12500	0.07	5	1.50000	0.14	5	1.50000	0.18	7	1.07692	0.23	5	1.27273	0.31
26	13	1.53846	0.10	5	1.50000	0.15	4	1.66667	0.18	5	1.50000	0.20	5	1.08333	0.48
27	12	1.46154	0.07	5	1.50000	0.12	4	1.66667	0.18	5	1.50000	0.20	4	1.00000	0.29
28	14	1.12500	0.07	6	1.36364	0.14	5	1.50000	0.23	7	1.07692	0.23	6	1.00000	0.40
29	14	1.12500	0.07	5	1.50000	0.13	5	1.50000	0.17	7	1.07692	0.21	5	1.27273	0.38
30	12	1.46154	0.07	5	1.50000	0.17	4	1.66667	0.17	5	1.50000	0.22	4	1.00000	0.29
31	12	1.46154	0.07	5	1.50000	0.13	4	1.66667	0.19	5	1.50000	0.20	4	1.00000	0.33
