Graph Info:	sphere_Tetrahedron	Number of Vertices	8
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	4	2.00000	0.08	5	1.16667	0.18	5	1.16667	0.17	5	1.16667	0.25	3	1.75000	0.28
1	4	2.00000	0.09	5	1.16667	0.13	5	1.16667	0.20	5	1.16667	0.29	3	1.75000	0.28
2	6	1.00000	0.06	4	1.40000	0.12	4	1.40000	0.16	4	1.40000	0.31	4	1.40000	0.29
3	4	2.00000	0.21	5	1.16667	0.83	5	1.16667	0.20	5	1.16667	0.29	3	1.75000	0.30
4	6	1.00000	0.06	4	1.40000	0.13	4	1.40000	0.17	4	1.40000	0.39	4	1.40000	2.21
5	4	2.00000	0.16	5	1.16667	4.45	5	1.16667	0.34	5	1.16667	0.82	3	1.75000	1.79
6	4	2.00000	0.12	5	1.16667	0.37	5	1.16667	2.29	5	1.16667	1.60	3	1.75000	3.13
7	4	2.00000	0.08	5	1.16667	0.17	5	1.16667	0.19	5	1.16667	0.26	3	1.75000	0.30
8	6	1.00000	0.36	4	1.40000	0.41	4	1.40000	0.24	4	1.40000	0.27	4	1.40000	0.33
9	6	1.00000	0.09	4	1.40000	0.34	4	1.40000	0.49	4	1.40000	0.69	4	1.40000	1.52
10	6	1.00000	0.08	4	1.40000	0.13	4	1.40000	0.16	4	1.40000	0.22	4	1.40000	2.32
11	4	2.00000	0.15	5	1.16667	0.36	5	1.16667	0.19	5	1.16667	0.27	3	1.75000	0.51
12	6	1.00000	0.08	4	1.40000	0.48	4	1.40000	0.66	4	1.40000	0.86	4	1.40000	0.85
13	6	1.00000	0.18	4	1.40000	0.80	4	1.40000	0.18	4	1.40000	0.20	4	1.40000	0.29
14	6	1.00000	0.06	4	1.40000	0.11	4	1.40000	0.15	4	1.40000	3.90	4	1.40000	1.46
15	6	1.00000	0.42	4	1.40000	0.59	4	1.40000	0.27	4	1.40000	0.27	4	1.40000	0.30
16	6	1.00000	0.08	4	1.40000	0.12	4	1.40000	0.16	4	1.40000	0.24	4	1.40000	2.11
17	4	2.00000	0.07	5	1.16667	0.12	5	1.16667	0.15	5	1.16667	0.20	3	1.75000	0.27
18	4	2.00000	0.11	5	1.16667	0.43	5	1.16667	0.66	5	1.16667	1.63	3	1.75000	0.98
19	6	1.00000	3.29	4	1.40000	0.22	4	1.40000	0.19	4	1.40000	0.26	4	1.40000	3.76
20	4	2.00000	0.08	5	1.16667	0.13	5	1.16667	0.15	5	1.16667	0.26	3	1.75000	0.26
21	4	2.00000	0.06	5	1.16667	0.12	5	1.16667	0.17	5	1.16667	0.21	3	1.75000	0.26
22	4	2.00000	0.06	5	1.16667	0.16	5	1.16667	0.18	5	1.16667	9.05	3	1.75000	0.65
23	4	2.00000	0.14	5	1.16667	0.12	5	1.16667	0.17	5	1.16667	0.25	3	1.75000	0.28
24	4	2.00000	0.06	5	1.16667	0.11	5	1.16667	0.14	5	1.16667	3.45	3	1.75000	0.26
25	4	2.00000	0.06	5	1.16667	0.11	5	1.16667	0.15	5	1.16667	0.24	3	1.75000	0.50
26	6	1.00000	0.09	4	1.40000	0.26	4	1.40000	0.23	4	1.40000	0.33	4	1.40000	0.39
27	6	1.00000	0.17	4	1.40000	0.11	4	1.40000	0.15	4	1.40000	0.20	4	1.40000	0.27
28	6	1.00000	0.06	4	1.40000	1.47	4	1.40000	0.16	4	1.40000	0.19	4	1.40000	0.29
29	6	1.00000	0.06	4	1.40000	0.11	4	1.40000	0.17	4	1.40000	0.19	4	1.40000	0.26
30	6	1.00000	0.06	4	1.40000	0.11	4	1.40000	0.14	4	1.40000	0.20	4	1.40000	0.28
31	6	1.00000	0.06	4	1.40000	0.11	4	1.40000	0.18	4	1.40000	0.21	4	1.40000	0.28
