Graph Info:	sphere_Cube	Number of Vertices	974
Current run parameter:	use_max_degree_root = false
		Level Separator			Fundamental Cycle Separator			ModifiedFCS			Lipton-Tarjan Separator			Simple Cycle Separator
	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (ms)	Separator Size	Balance Ratio	Runtime (s)	Separator Size	Balance Ratio	Runtime (s)
0	397	1.74749	5.04	10	1.00407	9.54	8	1.02058	8.68	10	1.00000	17.47	13	1.01018	17.74
1	397	1.74749	1.62	8	1.43069	6.50	6	1.00000	5.80	10	1.41769	16.44	11	1.18404	18.26
2	471	1.05256	1.94	12	1.39320	7.81	9	1.06513	11.67	44	1.32952	16.57	6	1.00000	29.47
3	397	1.74749	5.56	10	1.46000	26.80	8	1.02058	5.99	10	1.46000	7.20	13	1.18847	17.09
4	497	1.54939	1.68	9	1.06513	4.46	6	1.00000	17.10	11	1.05637	7.17	8	1.00408	32.54
5	385	1.72345	5.66	9	1.06513	18.56	6	1.00000	14.91	14	1.04979	20.97	10	1.00816	36.86
6	514	1.13181	10.47	10	1.05858	3.99	7	1.00613	7.72	24	1.04090	5.36	6	1.00000	8.27
7	497	1.54939	1.65	11	1.05637	5.26	8	1.00818	6.39	11	1.05208	5.63	10	1.00816	19.30
8	497	1.54939	1.62	10	1.02469	3.39	8	1.05010	27.11	13	1.01840	27.43	10	1.00816	16.32
9	497	1.54939	2.98	10	1.01639	31.67	8	1.00818	4.63	10	1.01227	8.55	9	1.00612	21.92
10	420	1.40345	1.70	10	1.51662	6.19	7	1.01852	13.22	42	1.45411	5.86	6	1.39609	11.38
11	397	1.74749	1.68	11	1.51918	16.50	8	1.02058	20.52	11	1.51918	11.70	12	1.19111	39.02
12	397	1.74749	10.33	8	1.43069	5.90	6	1.00000	8.76	10	1.41769	9.39	11	1.18404	13.02
13	497	1.54939	1.72	8	1.02474	3.26	6	1.00000	5.20	10	1.01639	5.73	8	1.00408	31.73
14	397	1.74749	3.00	10	1.46000	8.96	8	1.02058	8.85	10	1.46000	10.21	13	1.18847	36.15
15	397	1.74749	7.96	8	1.43069	14.11	6	1.00000	26.33	10	1.41769	25.08	11	1.18404	23.03
16	385	1.72345	3.92	7	1.98176	2.91	6	1.39609	5.68	12	1.96096	4.55	10	1.40000	6.84
17	385	1.72345	1.51	11	1.41422	3.30	8	1.05010	5.07	14	1.41565	4.38	12	1.19111	7.31
18	397	1.74749	1.76	11	1.47487	3.26	8	1.00818	5.38	11	1.46867	5.59	12	1.19111	7.61
19	516	1.13467	1.67	9	1.42716	4.19	7	1.39268	6.35	21	1.38038	4.29	6	1.00000	4.34
20	387	1.72745	0.93	10	1.08034	1.64	8	1.05439	3.73	10	1.07595	3.39	13	1.01018	4.60
21	514	1.13181	1.18	9	1.42118	1.82	7	1.38686	3.91	24	1.37055	3.67	6	1.00000	14.58
22	516	1.13467	2.83	7	1.98176	5.67	7	1.39853	12.51	19	1.95536	9.59	6	1.00000	4.40
23	397	1.74749	3.00	8	1.43069	12.05	6	1.39609	8.75	10	1.41769	10.82	11	1.18404	17.39
24	387	1.72745	1.06	9	1.06513	6.69	6	1.00000	7.91	11	1.05637	7.21	10	1.00816	7.61
25	497	1.54939	1.82	9	1.06513	4.94	6	1.00000	4.62	11	1.05637	3.73	8	1.00408	4.36
26	497	1.54939	1.52	10	1.01639	2.88	8	1.00818	4.07	10	1.01227	4.18	9	1.00612	4.83
27	420	1.40345	1.34	10	1.46000	1.79	7	1.01852	3.73	42	1.37939	4.24	6	1.39609	4.90
28	514	1.13181	1.00	10	1.05858	1.96	7	1.00613	2.69	24	1.04090	3.40	6	1.00000	20.85
29	430	1.42069	1.88	10	1.48485	12.26	7	1.00204	10.89	33	1.41487	13.46	6	1.39609	11.86
30	516	1.13467	1.88	7	1.98176	12.85	7	1.39853	12.58	19	1.95536	10.94	6	1.00000	12.29
31	397	1.74749	6.22	10	1.04574	6.85	8	1.02058	7.15	10	1.04574	6.32	13	1.01018	10.05
